method,time_years,relative_energy_error
ias15,1.7786942266811518,1.9561086106452713e-15
ias15,1.7828115744280972,1.1736651663871627e-15
ias15,1.7869289221750426,1.1736651663871627e-15
ias15,1.791046269921988,1.3692760274516897e-15
ias15,1.7951636176689334,1.3692760274516897e-15
ias15,1.7992809654158788,1.1736651663871627e-15
ias15,1.8033983131628242,9.780543053226356e-16
ias15,1.8075156609097696,2.7385520549033795e-15
ias15,1.811633008656715,1.9561086106452713e-15
ias15,1.8157503564036603,3.9122172212905425e-15
ias15,1.8198677041506057,3.325384638096961e-15
ias15,1.8239850518975511,5.085882387677705e-15
ias15,1.8281023996444965,1.760497749580744e-15
ias15,1.8322197473914419,4.107828082355069e-15
ias15,1.8363370951383873,2.5429411938388524e-15
ias15,1.8404544428853327,2.3473303327743254e-15
ias15,1.844571790632278,1.9561086106452713e-15
ias15,1.8486891383792234,4.303438943419597e-15
ias15,1.8528064861261688,1.9561086106452713e-15
ias15,1.8569238338731142,1.760497749580744e-15
ias15,1.8610411816200596,5.085882387677705e-15
ias15,1.865158529367005,2.934162915967907e-15
ias15,1.8692758771139504,4.303438943419597e-15
ias15,1.8733932248608958,4.890271526613178e-15
ias15,1.8775105726078412,4.107828082355069e-15
ias15,1.8816279203547865,3.716606360226015e-15
ias15,1.885745268101732,5.085882387677705e-15
ias15,1.8898626158486773,3.129773777032434e-15
ias15,1.8939799635956227,1.564886888516217e-15
ias15,1.898097311342568,3.129773777032434e-15
ias15,1.9022146590895135,2.5429411938388524e-15
ias15,1.9063320068364589,4.890271526613178e-15
ias15,1.9104493545834043,6.4551584151293945e-15
ias15,1.9145667023303496,1.760497749580744e-15
ias15,1.918684050077295,2.220446049250313e-16
ias15,1.9228013978242404,2.5429411938388524e-15
ias15,1.9269187455711858,5.281493248742232e-15
ias15,1.9310360933181312,5.868325831935814e-15
ias15,1.9351534410650766,4.303438943419597e-15
ias15,1.939270788812022,3.716606360226015e-15
ias15,1.9433881365589674,3.325384638096961e-15
ias15,1.9475054843059127,1.3692760274516897e-15
ias15,1.9516228320528581,1.1736651663871627e-15
ias15,1.9557401797998035,3.325384638096961e-15
ias15,1.959857527546749,2.1517194717097983e-15
ias15,1.9639748752936943,3.129773777032434e-15
ias15,1.9680922230406397,4.107828082355069e-15
ias15,1.972209570787585,4.499049804484124e-15
ias15,1.9763269185345305,2.3473303327743254e-15
ias15,1.9804442662814759,3.520995499161488e-15
ias15,1.9845616140284212,1.564886888516217e-15
ias15,1.9886789617753666,1.1736651663871627e-15
ias15,1.992796309522312,4.107828082355069e-15
ias15,1.9969136572692574,4.303438943419597e-15
ias15,2.0010310050162046,2.7385520549033795e-15
ias15,2.0051483527631575,4.107828082355069e-15
ias15,2.0092657005101104,3.716606360226015e-15
ias15,2.0133830482570634,3.716606360226015e-15
ias15,2.0175003960040163,2.3473303327743254e-15
ias15,2.0216177437509693,2.3473303327743254e-15
ias15,2.025735091497922,2.7385520549033795e-15
ias15,2.029852439244875,1.3692760274516897e-15
ias15,2.033969786991828,1.760497749580744e-15
ias15,2.038087134738781,7.824434442581085e-16
ias15,2.042204482485734,2.934162915967907e-15
ias15,2.046321830232687,7.824434442581085e-16
ias15,2.05043917797964,3.129773777032434e-15
ias15,2.0545565257265928,4.694660665548651e-15
ias15,2.0586738734735457,2.934162915967907e-15
ias15,2.0627912212204986,2.220446049250313e-16
ias15,2.0669085689674516,3.9122172212905424e-16
ias15,2.0710259167144045,1.564886888516217e-15
ias15,2.0751432644613574,3.325384638096961e-15
ias15,2.0792606122083104,1.9561086106452713e-15
ias15,2.0833779599552633,5.281493248742232e-15
ias15,2.0874953077022163,3.325384638096961e-15
ias15,2.091612655449169,2.7385520549033795e-15
ias15,2.095730003196122,1.1736651663871627e-15
ias15,2.099847350943075,2.1517194717097983e-15
ias15,2.103964698690028,3.716606360226015e-15
ias15,2.108082046436981,1.1736651663871627e-15
ias15,2.112199394183934,3.716606360226015e-15
ias15,2.116316741930887,2.220446049250313e-16
ias15,2.1204340896778398,1.9561086106452713e-15
ias15,2.1245514374247927,2.7385520549033795e-15
ias15,2.1286687851717456,3.9122172212905425e-15
ias15,2.1327861329186986,2.220446049250313e-16
ias15,2.1369034806656515,5.868325831935813e-16
ias15,2.1410208284126044,5.672714970871286e-15
ias15,2.1451381761595574,1.564886888516217e-15
ias15,2.1492555239065103,1.564886888516217e-15
ias15,2.1533728716534632,1.9561086106452713e-15
ias15,2.157490219400416,2.7385520549033795e-15
ias15,2.161607567147369,2.5429411938388524e-15
ias15,2.165724914894322,1.3692760274516897e-15
ias15,2.169842262641275,1.564886888516217e-15
ias15,2.173959610388228,2.220446049250313e-16
ias15,2.178076958135181,2.5429411938388524e-15
ias15,2.182194305882134,3.9122172212905425e-15
ias15,2.1863116536290867,3.9122172212905424e-16
ias15,2.1904290013760397,2.3473303327743254e-15
ias15,2.1945463491229926,5.085882387677705e-15
ias15,2.1986636968699456,1.564886888516217e-15
ias15,2.2027810446168985,3.129773777032434e-15
ias15,2.2068983923638514,1.564886888516217e-15
ias15,2.2110157401108044,2.220446049250313e-16
ias15,2.2151330878577573,1.564886888516217e-15
ias15,2.2192504356047102,3.9122172212905425e-15
ias15,2.223367783351663,4.890271526613178e-15
ias15,2.227485131098616,2.220446049250313e-16
ias15,2.231602478845569,2.934162915967907e-15
