# na=200 ne=200 amin=0.05 amax=1 emin=0 emax=0.95
# dt_days=5 t_years=10 seed=42 integrator=asm512_opt
a_init,e_init,da_over_a
0.159798995,0.358040201,9.3992741114781815e-09
0.159798995,0.3628140704,1.1754859990697891e-08
0.159798995,0.3675879397,1.3724835128466454e-08
0.159798995,0.372361809,1.3306609122577815e-08
0.159798995,0.3771356784,1.6505459678088386e-08
0.159798995,0.3819095477,1.5798453502785770e-08
0.159798995,0.3866834171,1.1506528529607971e-08
0.159798995,0.3914572864,2.0319349172315049e-08
0.159798995,0.3962311558,2.1354556845741757e-08
0.159798995,0.4010050251,2.3097750309183281e-08
0.159798995,0.4057788945,3.2624292177616445e-08
0.159798995,0.4105527638,1.6020296459962686e-08
0.159798995,0.4153266332,4.2707820391634746e-08
0.159798995,0.4201005025,2.0386216560950283e-08
0.159798995,0.4248743719,3.9632045571611262e-08
0.159798995,0.4296482412,8.5500824187974034e-09
0.159798995,0.4344221106,6.4924058496566175e-08
0.159798995,0.4391959799,4.3027552738452657e-09
0.159798995,0.4439698492,5.8332256978065177e-08
0.159798995,0.4487437186,1.1999151756933846e-08
0.159798995,0.4535175879,1.2950662469398388e-08
0.159798995,0.4582914573,4.4897884385697517e-08
0.159798995,0.4630653266,5.1130608826203848e-08
0.159798995,0.467839196,5.4246473509871354e-08
0.159798995,0.4726130653,2.3670641151216420e-08
0.159798995,0.4773869347,1.6136664266338929e-08
0.159798995,0.482160804,5.7017363572517179e-08
0.159798995,0.4869346734,2.8631830732313263e-08
0.159798995,0.4917085427,6.3647425645770554e-08
0.159798995,0.4964824121,1.9899287952056000e-08
0.159798995,0.5012562814,5.4307949543778456e-08
0.159798995,0.5060301508,5.4176352028747988e-08
0.159798995,0.5108040201,7.8814125620658598e-08
0.159798995,0.5155778894,3.8382427680791177e-08
0.159798995,0.5203517588,1.1007558215292632e-07
0.159798995,0.5251256281,7.1039033248666075e-08
0.159798995,0.5298994975,8.6754028788688967e-08
0.159798995,0.5346733668,1.1499705113649230e-07
0.159798995,0.5394472362,5.6791070142331278e-08
0.159798995,0.5442211055,5.2069218151861154e-08
0.159798995,0.5489949749,2.4022539320799963e-07
0.159798995,0.5537688442,4.2217948770030623e-08
0.159798995,0.5585427136,1.2666163198907668e-07
0.159798995,0.5633165829,7.8616612020145160e-08
0.159798995,0.5680904523,1.0200564173209239e-07
0.159798995,0.5728643216,6.5610482688860587e-08
0.159798995,0.577638191,5.7878032910552015e-08
0.159798995,0.5824120603,1.7368564140290523e-07
0.159798995,0.5871859296,7.6547487194091681e-08
0.159798995,0.591959799,1.0447748112930526e-07
0.159798995,0.5967336683,9.9940068183061186e-08
0.159798995,0.6015075377,2.0645082301900222e-07
0.159798995,0.606281407,8.7518106900267026e-08
0.159798995,0.6110552764,1.5545368930269391e-07
0.159798995,0.6158291457,2.7042293171338888e-07
0.159798995,0.6206030151,1.7419288555350123e-07
0.159798995,0.6253768844,1.4446996690236178e-07
0.159798995,0.6301507538,4.7618185355592653e-07
0.159798995,0.6349246231,1.7207889194196127e-07
0.159798995,0.6396984925,1.5744649276337720e-07
0.159798995,0.6444723618,6.0060708073802740e-07
0.159798995,0.6492462312,5.9577806740887967e-07
0.159798995,0.6540201005,6.4424844424930433e-07
0.159798995,0.6587939698,6.7550277616882737e-07
0.159798995,0.6635678392,2.7614712721428748e-07
0.159798995,0.6683417085,3.0390390911516282e-07
0.159798995,0.6731155779,2.0255841792666440e-07
0.159798995,0.6778894472,2.1930595568490596e-07
0.159798995,0.6826633166,3.0729543234181735e-07
0.159798995,0.6874371859,2.4810421809348650e-07
0.159798995,0.6922110553,2.8218270349920137e-07
0.159798995,0.6969849246,2.6826036275998685e-07
0.159798995,0.701758794,2.9776637022347743e-07
0.159798995,0.7065326633,9.8871802455873269e-07
0.159798995,0.7113065327,8.5507426426384113e-07
0.159798995,0.716080402,3.4412738821104662e-07
0.159798995,0.7208542714,6.2986509717390965e-07
0.159798995,0.7256281407,3.7500023158698462e-07
0.159798995,0.7304020101,1.1075375785039157e-06
0.159798995,0.7351758794,4.2897698989717074e-07
0.159798995,0.7399497487,5.7249680834206577e-07
0.159798995,0.7447236181,1.2801330555006587e-06
0.159798995,0.7494974874,9.1774498051927188e-07
0.159798995,0.7542713568,5.4110144125768916e-07
0.159798995,0.7590452261,5.6823826148222899e-07
0.159798995,0.7638190955,6.1148311186980832e-07
0.159798995,0.7685929648,8.6664661543341522e-07
0.159798995,0.7733668342,1.5106858930093946e-06
0.159798995,0.7781407035,7.0499163690104344e-07
0.159798995,0.7829145729,9.5546246084449967e-07
0.159798995,0.7876884422,1.1580170205829368e-06
0.159798995,0.7924623116,1.1479459265281413e-06
0.159798995,0.7972361809,8.2737949579544013e-07
0.159798995,0.8020100503,8.6859548108996967e-07
0.159798995,0.8067839196,9.2475450573058567e-07
0.159798995,0.8115577889,1.5020012540833261e-06
0.159798995,0.8163316583,1.0522078800464986e-06
0.159798995,0.8211055276,1.1038479295140167e-06
0.159798995,0.825879397,1.1111677098208794e-06
0.159798995,0.8306532663,1.1770191728656058e-06
0.159798995,0.8354271357,1.6113605586329850e-06
0.159798995,0.840201005,1.2612289183595902e-06
0.159798995,0.8449748744,1.8912114320834280e-06
0.159798995,0.8497487437,1.2753609378118764e-06
0.159798995,0.8545226131,1.5439997271247105e-06
0.159798995,0.8592964824,2.2930062916228800e-06
0.159798995,0.8640703518,1.9211667829099259e-06
0.159798995,0.8688442211,1.7402145714743949e-06
0.159798995,0.8736180905,1.8190368784411153e-06
0.159798995,0.8783919598,1.8722767462481074e-06
0.159798995,0.8831658291,1.9716781142268779e-06
0.159798995,0.8879396985,2.0659121068284766e-06
0.159798995,0.8927135678,2.1255087302831876e-06
0.159798995,0.8974874372,2.1902609704384032e-06
0.159798995,0.9022613065,2.3447485899391992e-06
0.159798995,0.9070351759,2.5892581825383225e-06
0.159798995,0.9118090452,2.6733605514910358e-06
0.159798995,0.9165829146,2.6289194984417244e-06
0.159798995,0.9213567839,2.7883705719273409e-06
0.159798995,0.9261306533,2.8835239615952808e-06
0.159798995,0.9309045226,2.9575391346842835e-06
0.159798995,0.935678392,3.0361121547181885e-06
0.159798995,0.9404522613,3.1844598781728202e-06
0.159798995,0.9452261307,3.6371115609007093e-06
0.159798995,0.95,3.3929736714668632e-06
0.1645728643,0,3.5447488032220813e-11
0.1645728643,0.004773869347,3.4911848645262276e-11
0.1645728643,0.009547738693,3.7555303226870646e-11
0.1645728643,0.01432160804,3.8684935661961426e-11
0.1645728643,0.01909547739,4.0690884927857169e-11
0.1645728643,0.02386934673,3.4700864743157385e-11
0.1645728643,0.02864321608,4.3991408480369347e-11
0.1645728643,0.03341708543,3.7334874801570013e-11
0.1645728643,0.03819095477,3.5969972547585290e-11
0.1645728643,0.04296482412,5.1867634869018867e-11
0.1645728643,0.04773869347,3.6759770799829259e-11
0.1645728643,0.05251256281,4.1091096598276760e-11
0.1645728643,0.05728643216,6.2871853609658338e-11
0.1645728643,0.06206030151,3.7831555530346113e-11
0.1645728643,0.06683417085,6.0858146342566084e-11
0.1645728643,0.0716080402,5.4902193902250929e-11
0.1645728643,0.07638190955,4.7447598013411349e-11
0.1645728643,0.08115577889,6.7717399965674032e-11
0.1645728643,0.08592964824,8.3819300101215549e-11
0.1645728643,0.09070351759,1.0819595177382693e-10
0.1645728643,0.09547738693,6.6345414319292503e-11
0.1645728643,0.1002512563,6.9623507129214791e-11
0.1645728643,0.1050251256,1.0470636910519997e-10
0.1645728643,0.109798995,7.7949022978461779e-11
0.1645728643,0.1145728643,1.7267489219656080e-10
0.1645728643,0.1193467337,6.0882432259355136e-11
0.1645728643,0.124120603,1.1184946438077998e-10
0.1645728643,0.1288944724,1.2053758245986351e-10
0.1645728643,0.1336683417,9.7611339706598298e-11
0.1645728643,0.1384422111,8.5269877672761651e-11
0.1645728643,0.1432160804,1.7271182702834416e-10
0.1645728643,0.1479899497,1.1241073890212697e-10
0.1645728643,0.1527638191,3.6934764322470375e-10
0.1645728643,0.1575376884,1.8697491222811456e-10
0.1645728643,0.1623115578,2.1710496504893241e-10
0.1645728643,0.1670854271,2.5309585046930827e-10
0.1645728643,0.1718592965,2.6837455921702084e-10
0.1645728643,0.1766331658,1.3122608428224528e-10
0.1645728643,0.1814070352,3.0274773273572594e-10
0.1645728643,0.1861809045,1.1977881621240554e-10
0.1645728643,0.1909547739,3.4883413884355090e-10
0.1645728643,0.1957286432,2.4011890694615805e-10
0.1645728643,0.2005025126,4.3521577181821138e-10
0.1645728643,0.2052763819,4.4588926359479993e-10
0.1645728643,0.2100502513,8.1247168534955024e-10
0.1645728643,0.2148241206,1.1420035799118023e-09
0.1645728643,0.2195979899,1.2029099607835466e-09
0.1645728643,0.2243718593,7.7149358572522247e-10
0.1645728643,0.2291457286,4.2505380216399223e-10
0.1645728643,0.233919598,2.3017180019464208e-10
0.1645728643,0.2386934673,2.4927992579382845e-10
0.1645728643,0.2434673367,1.7535808123647127e-09
0.1645728643,0.248241206,1.0658852765635152e-09
0.1645728643,0.2530150754,5.8551844373825722e-10
0.1645728643,0.2577889447,1.2695238694051180e-09
0.1645728643,0.2625628141,1.2696972438666398e-09
0.1645728643,0.2673366834,3.9419044957790498e-10
0.1645728643,0.2721105528,1.5747990240089047e-09
0.1645728643,0.2768844221,5.6029802510942618e-10
0.1645728643,0.2816582915,1.7587952010819620e-09
0.1645728643,0.2864321608,1.7969455092701644e-09
0.1645728643,0.2912060302,4.6548158965996805e-10
0.1645728643,0.2959798995,3.4216192051015864e-10
0.1645728643,0.3007537688,2.5413717661251883e-09
0.1645728643,0.3055276382,2.7460533041711214e-09
0.1645728643,0.3103015075,1.3470763910615586e-09
0.1645728643,0.3150753769,3.7158199816495652e-09
0.1645728643,0.3198492462,3.4366106991528285e-09
0.1645728643,0.3246231156,4.0834579975236393e-09
0.1645728643,0.3293969849,2.0673476052346714e-09
0.1645728643,0.3341708543,8.4188356650743183e-09
0.1645728643,0.3389447236,4.6374371306585147e-09
0.1645728643,0.343718593,7.3743736028583453e-09
0.1645728643,0.3484924623,5.4901966221781032e-09
0.1645728643,0.3532663317,8.4184432114050947e-10
0.1645728643,0.358040201,6.1347919077233298e-09
0.1645728643,0.3628140704,6.4121772166778885e-09
0.1645728643,0.3675879397,1.3708371249000475e-09
0.1645728643,0.372361809,7.6293318795714148e-09
0.1645728643,0.3771356784,9.0885135804010377e-10
0.1645728643,0.3819095477,9.0440598962406766e-09
0.1645728643,0.3866834171,9.6426632209100349e-09
0.1645728643,0.3914572864,2.8676962331492866e-09
0.1645728643,0.3962311558,1.1013642688266819e-08
0.1645728643,0.4010050251,1.0188976942906165e-08
0.1645728643,0.4057788945,1.2956957562850402e-08
0.1645728643,0.4105527638,1.1888865134946481e-08
0.1645728643,0.4153266332,1.4566360307935308e-08
0.1645728643,0.4201005025,4.9753345116413956e-09
0.1645728643,0.4248743719,1.8462712181819291e-09
0.1645728643,0.4296482412,1.7201585168143988e-08
0.1645728643,0.4344221106,2.2799377508916391e-09
0.1645728643,0.4391959799,5.7409451713288701e-09
0.1645728643,0.4439698492,4.4581819355775198e-09
0.1645728643,0.4487437186,1.7398031081963235e-09
0.1645728643,0.4535175879,4.9638808347879582e-09
0.1645728643,0.4582914573,2.5030856254551673e-08
0.1645728643,0.4630653266,2.7629133971366410e-08
0.1645728643,0.467839196,2.7179700819094607e-08
0.1645728643,0.4726130653,2.4686157130345858e-08
0.1645728643,0.4773869347,5.8461784099066323e-09
0.1645728643,0.482160804,8.1405654380267570e-09
0.1645728643,0.4869346734,2.1861875346501003e-08
0.1645728643,0.4917085427,2.0630924596349295e-08
0.1645728643,0.4964824121,3.9307012168468401e-08
0.1645728643,0.5012562814,3.8356569997361644e-08
0.1645728643,0.5060301508,8.0680761927164341e-09
0.1645728643,0.5108040201,3.8297654555710001e-09
0.1645728643,0.5155778894,3.4113413713860196e-08
0.1645728643,0.5203517588,5.6007692544836991e-08
0.1645728643,0.5251256281,4.3449841305887878e-08
0.1645728643,0.5298994975,9.7400996682853119e-08
0.1645728643,0.5346733668,6.1248073939138708e-08
0.1645728643,0.5394472362,5.6420802904158969e-08
0.1645728643,0.5442211055,1.0177125348052228e-07
0.1645728643,0.5489949749,7.2716256230986624e-09
0.1645728643,0.5537688442,1.3314662301453353e-08
0.1645728643,0.5585427136,1.2515880958432632e-08
0.1645728643,0.5633165829,8.8136240035661728e-08
0.1645728643,0.5680904523,8.4353100167281708e-08
0.1645728643,0.5728643216,2.0040416071319687e-08
0.1645728643,0.577638191,8.1883205733267299e-08
0.1645728643,0.5824120603,3.9224018926842410e-08
0.1645728643,0.5871859296,9.5235576305492865e-08
0.1645728643,0.591959799,7.5359699344245401e-08
0.1645728643,0.5967336683,1.2537503738928345e-07
0.1645728643,0.6015075377,1.3962818695065194e-07
0.1645728643,0.606281407,3.6435902414792654e-08
0.1645728643,0.6110552764,1.0681505218407061e-07
0.1645728643,0.6158291457,1.6168650146488421e-07
0.1645728643,0.6206030151,2.3610379896300201e-08
0.1645728643,0.6253768844,2.3149334365454835e-08
0.1645728643,0.6301507538,2.9209435475780473e-07
0.1645728643,0.6349246231,9.5247949811444680e-08
0.1645728643,0.6396984925,1.4208572761102194e-07
0.1645728643,0.6444723618,7.1774765275390833e-08
0.1645728643,0.6492462312,5.1161304277039266e-08
0.1645728643,0.6540201005,4.5494404336217221e-08
0.1645728643,0.6587939698,2.3937210387384954e-07
0.1645728643,0.6635678392,2.2982380779892835e-07
0.1645728643,0.6683417085,2.1212545470882089e-07
0.1645728643,0.6731155779,1.3603903117992888e-07
0.1645728643,0.6778894472,2.1015594629241492e-07
0.1645728643,0.6826633166,1.1606989022673227e-07
0.1645728643,0.6874371859,2.0359905520041806e-07
0.1645728643,0.6922110553,1.3987485006891175e-07
0.1645728643,0.6969849246,3.0970299010577082e-07
0.1645728643,0.701758794,2.9651511395078455e-07
0.1645728643,0.7065326633,3.0306250722549044e-07
0.1645728643,0.7113065327,2.7071825019791897e-07
0.1645728643,0.716080402,4.0271161479663096e-07
0.1645728643,0.7208542714,4.1217130286088631e-07
0.1645728643,0.7256281407,4.2006056522132892e-07
0.1645728643,0.7304020101,1.9980996983603413e-07
0.1645728643,0.7351758794,2.6088389638061874e-07
0.1645728643,0.7399497487,3.7324380840060240e-07
0.1645728643,0.7447236181,7.8547693156863185e-07
0.1645728643,0.7494974874,5.1819912637763098e-07
0.1645728643,0.7542713568,3.1097014019546203e-07
0.1645728643,0.7590452261,2.3281117221244690e-07
0.1645728643,0.7638190955,5.9780760385781014e-07
0.1645728643,0.7685929648,5.1812706618351730e-07
0.1645728643,0.7733668342,6.7702536596699075e-07
0.1645728643,0.7781407035,6.0936833168323545e-07
0.1645728643,0.7829145729,5.1127326609794601e-07
0.1645728643,0.7876884422,6.8299276483211476e-07
0.1645728643,0.7924623116,7.4347184477978329e-07
0.1645728643,0.7972361809,7.6296642879978981e-07
0.1645728643,0.8020100503,7.2459155666569239e-07
0.1645728643,0.8067839196,7.8313711317954835e-07
0.1645728643,0.8115577889,8.9071500489900954e-07
0.1645728643,0.8163316583,9.4112777522621236e-07
0.1645728643,0.8211055276,9.5488453363463209e-07
0.1645728643,0.825879397,7.1219276165379597e-07
0.1645728643,0.8306532663,1.0031512364244159e-06
0.1645728643,0.8354271357,1.6569399270992641e-06
0.1645728643,0.840201005,1.1210359880836164e-06
0.1645728643,0.8449748744,1.1731444002777698e-06
0.1645728643,0.8497487437,1.1251172384238429e-06
0.1645728643,0.8545226131,1.1722405067884508e-06
0.1645728643,0.8592964824,1.2627265357626035e-06
0.1645728643,0.8640703518,1.3915458393116987e-06
0.1645728643,0.8688442211,1.3156075720181783e-06
0.1645728643,0.8736180905,1.3440599356614230e-06
0.1645728643,0.8783919598,1.5427887320676227e-06
0.1645728643,0.8831658291,1.1277220465224909e-06
0.1645728643,0.8879396985,1.3424073734691599e-06
0.1645728643,0.8927135678,1.4810133479677230e-06
0.1645728643,0.8974874372,1.5255744128151235e-06
0.1645728643,0.9022613065,1.8053432885394262e-06
0.1645728643,0.9070351759,1.7889290168706647e-06
0.1645728643,0.9118090452,1.8444193588417551e-06
0.1645728643,0.9165829146,1.9609108836159500e-06
0.1645728643,0.9213567839,2.0140718751027020e-06
0.1645728643,0.9261306533,2.1306479659689394e-06
0.1645728643,0.9309045226,2.1463409152143654e-06
0.1645728643,0.935678392,2.2700982371602823e-06
0.1645728643,0.9404522613,2.1906230520911386e-06
0.1645728643,0.9452261307,2.4493182328406303e-06
0.1645728643,0.95,2.4720030963490593e-06
0.1693467337,0,1.2309060793385981e-11
0.1693467337,0.004773869347,1.2402482601756331e-11
0.1693467337,0.009547738693,1.2836812061723746e-11
0.1693467337,0.01432160804,1.2688156657878295e-11
0.1693467337,0.01909547739,1.3356860128318693e-11
0.1693467337,0.02386934673,1.2996940319228715e-11
0.1693467337,0.02864321608,1.1802452355363610e-11
0.1693467337,0.03341708543,1.5684046544196933e-11
0.1693467337,0.03819095477,1.2832878511897626e-11
0.1693467337,0.04296482412,1.2501640836956439e-11
0.1693467337,0.04773869347,1.4924051938208666e-11
0.1693467337,0.05251256281,1.5190549938928295e-11
0.1693467337,0.05728643216,1.5694044316671655e-11
0.1693467337,0.06206030151,1.7211575060006864e-11
0.1693467337,0.06683417085,2.0029144020874728e-11
0.1693467337,0.0716080402,1.8363121771603491e-11
0.1693467337,0.07638190955,3.2593066063411401e-11
0.1693467337,0.08115577889,2.0142233578375678e-11
0.1693467337,0.08592964824,3.9622155704778404e-11
0.1693467337,0.09070351759,2.4594356389905821e-11
0.1693467337,0.09547738693,2.3582122901317610e-11
0.1693467337,0.1002512563,2.1196424931775836e-11
0.1693467337,0.1050251256,2.0340877844594735e-11
0.1693467337,0.109798995,3.2910044620232902e-11
0.1693467337,0.1145728643,2.8236987426802352e-11
0.1693467337,0.1193467337,2.9988728282701124e-11
0.1693467337,0.124120603,4.3779262279349546e-11
0.1693467337,0.1288944724,3.3844590499755245e-11
0.1693467337,0.1336683417,3.1693758234414714e-11
0.1693467337,0.1384422111,3.8189360180614194e-11
0.1693467337,0.1432160804,5.9925173132296739e-11
0.1693467337,0.1479899497,4.5091920635907671e-11
0.1693467337,0.1527638191,4.2907489299135705e-11
0.1693467337,0.1575376884,5.9159933793206973e-11
0.1693467337,0.1623115578,1.2133591691559145e-10
0.1693467337,0.1670854271,1.0502659984695086e-10
0.1693467337,0.1718592965,1.4996068679608546e-10
0.1693467337,0.1766331658,4.4995384767258309e-11
0.1693467337,0.1814070352,5.6348920748715974e-11
0.1693467337,0.1861809045,6.9388638422303744e-11
0.1693467337,0.1909547739,7.8383683487183627e-11
0.1693467337,0.1957286432,1.7150211682719391e-10
0.1693467337,0.2005025126,6.4768684151525816e-11
0.1693467337,0.2052763819,5.6763746357462215e-11
0.1693467337,0.2100502513,7.3938280489939782e-11
0.1693467337,0.2148241206,8.3016913488624722e-11
0.1693467337,0.2195979899,1.4450845894126430e-10
0.1693467337,0.2243718593,2.1305089245722401e-10
0.1693467337,0.2291457286,2.0754392270065601e-10
0.1693467337,0.233919598,3.6186937472254989e-10
0.1693467337,0.2386934673,3.6876423197610052e-10
0.1693467337,0.2434673367,1.9167827727281987e-10
0.1693467337,0.248241206,4.8811173945458831e-10
0.1693467337,0.2530150754,2.9445423102759239e-10
0.1693467337,0.2577889447,3.9002703556119213e-10
0.1693467337,0.2625628141,4.3452269560262380e-10
0.1693467337,0.2673366834,2.8701228255239223e-10
0.1693467337,0.2721105528,6.6606078054888349e-10
0.1693467337,0.2768844221,6.0103084312973955e-10
0.1693467337,0.2816582915,1.3909214111839745e-09
0.1693467337,0.2864321608,1.5349339150513288e-09
0.1693467337,0.2912060302,3.1453696966484800e-10
0.1693467337,0.2959798995,1.5843922398921392e-09
0.1693467337,0.3007537688,1.0465464993130933e-09
0.1693467337,0.3055276382,3.4433705145380478e-10
0.1693467337,0.3103015075,1.2637143433570801e-09
0.1693467337,0.3150753769,2.0501907540601524e-10
0.1693467337,0.3198492462,4.2289249995006233e-10
0.1693467337,0.3246231156,9.1467817494224669e-10
0.1693467337,0.3293969849,7.3074931862270205e-10
0.1693467337,0.3341708543,2.5555699577618601e-10
0.1693467337,0.3389447236,2.0562616965230404e-09
0.1693467337,0.343718593,2.5042476219971975e-09
0.1693467337,0.3484924623,1.1801739399457626e-09
0.1693467337,0.3532663317,5.4222758396701593e-09
0.1693467337,0.358040201,4.5802975326142627e-10
0.1693467337,0.3628140704,3.7892042817006918e-09
0.1693467337,0.3675879397,2.6326822851656601e-09
0.1693467337,0.372361809,7.3019324579561629e-09
0.1693467337,0.3771356784,2.1758768492876138e-09
0.1693467337,0.3819095477,6.5524083060133896e-09
0.1693467337,0.3866834171,4.7504858437995320e-10
0.1693467337,0.3914572864,6.3339220671860154e-09
0.1693467337,0.3962311558,1.0088221994504631e-08
0.1693467337,0.4010050251,6.1774667618311870e-09
0.1693467337,0.4057788945,5.1918853678856707e-09
0.1693467337,0.4105527638,1.5072805680799772e-09
0.1693467337,0.4153266332,6.2999938887524545e-09
0.1693467337,0.4201005025,6.5435306118516557e-10
0.1693467337,0.4248743719,1.4701932574423142e-09
0.1693467337,0.4296482412,1.5574309682331113e-08
0.1693467337,0.4344221106,9.4322130727405787e-09
0.1693467337,0.4391959799,1.8534169891221587e-08
0.1693467337,0.4439698492,1.5759872273011772e-09
0.1693467337,0.4487437186,1.1774578237908267e-08
0.1693467337,0.4535175879,2.3998948556252521e-08
0.1693467337,0.4582914573,1.4266839841891550e-08
0.1693467337,0.4630653266,1.4441234920717944e-09
0.1693467337,0.467839196,9.1590690117938998e-09
0.1693467337,0.4726130653,2.3407748637525710e-08
0.1693467337,0.4773869347,7.5688583961172913e-09
0.1693467337,0.482160804,4.1866308161785438e-09
0.1693467337,0.4869346734,3.2336003665337177e-08
0.1693467337,0.4917085427,1.7333243034086941e-09
0.1693467337,0.4964824121,4.2629373722902539e-08
0.1693467337,0.5012562814,3.8294354164777170e-08
0.1693467337,0.5060301508,7.5134135362369466e-09
0.1693467337,0.5108040201,2.4374588305528860e-08
0.1693467337,0.5155778894,2.7910286445993957e-08
0.1693467337,0.5203517588,3.5091942095325212e-09
0.1693467337,0.5251256281,1.0962347237514494e-08
0.1693467337,0.5298994975,3.5166562518914167e-08
0.1693467337,0.5346733668,2.8665054347650766e-08
0.1693467337,0.5394472362,5.2385872576858270e-09
0.1693467337,0.5442211055,5.8749845161838840e-08
0.1693467337,0.5489949749,6.2804026307761824e-08
0.1693467337,0.5537688442,5.8493343130716930e-08
0.1693467337,0.5585427136,1.2009578666191060e-08
0.1693467337,0.5633165829,6.1449439588015448e-08
0.1693467337,0.5680904523,4.2813821152207494e-08
0.1693467337,0.5728643216,7.0759136842790499e-08
0.1693467337,0.577638191,6.2958136397930736e-08
0.1693467337,0.5824120603,3.0445407844984735e-08
0.1693467337,0.5871859296,8.2408671465276248e-08
0.1693467337,0.591959799,1.7841795793008782e-08
0.1693467337,0.5967336683,1.3040296790460918e-07
0.1693467337,0.6015075377,7.9744728931846591e-08
0.1693467337,0.606281407,8.8935259622435168e-08
0.1693467337,0.6110552764,1.2509829848492575e-07
0.1693467337,0.6158291457,1.0589036641428946e-07
0.1693467337,0.6206030151,8.5534213284536613e-08
0.1693467337,0.6253768844,1.8862141228336118e-07
0.1693467337,0.6301507538,1.5157213923641476e-07
0.1693467337,0.6349246231,2.0619667369031444e-07
0.1693467337,0.6396984925,9.9641079588549694e-08
0.1693467337,0.6444723618,2.2015217584973307e-08
0.1693467337,0.6492462312,6.3532830977689231e-08
0.1693467337,0.6540201005,1.6784938050079408e-07
0.1693467337,0.6587939698,1.0335546939153667e-07
0.1693467337,0.6635678392,1.2658717970979612e-07
0.1693467337,0.6683417085,1.6772412430978303e-07
0.1693467337,0.6731155779,3.1834282990769577e-08
0.1693467337,0.6778894472,2.0678625364210452e-07
0.1693467337,0.6826633166,1.3368215368838409e-07
0.1693467337,0.6874371859,2.4628576388567104e-07
0.1693467337,0.6922110553,3.6158443410957258e-07
0.1693467337,0.6969849246,3.1653726219207845e-07
0.1693467337,0.701758794,2.6017769889651212e-07
0.1693467337,0.7065326633,4.0822975552967983e-07
0.1693467337,0.7113065327,6.7784035931200826e-08
0.1693467337,0.716080402,7.0315166743892999e-08
0.1693467337,0.7208542714,1.9823416234518581e-07
0.1693467337,0.7256281407,2.2221989728808285e-07
0.1693467337,0.7304020101,7.3439873339406953e-08
0.1693467337,0.7351758794,2.8093104221995739e-07
0.1693467337,0.7399497487,5.0178373428824751e-07
0.1693467337,0.7447236181,4.2052351170018193e-07
0.1693467337,0.7494974874,5.2956308072762956e-07
0.1693467337,0.7542713568,3.0336776310620055e-07
0.1693467337,0.7590452261,1.1451641893740542e-07
0.1693467337,0.7638190955,4.6090898717173492e-07
0.1693467337,0.7685929648,5.6372342513902718e-07
0.1693467337,0.7733668342,3.2451640065232211e-07
0.1693467337,0.7781407035,3.1994269542142062e-07
0.1693467337,0.7829145729,3.7685901778461952e-07
0.1693467337,0.7876884422,5.9505745581659965e-07
0.1693467337,0.7924623116,5.2252231762156192e-07
0.1693467337,0.7972361809,3.4702901626839989e-07
0.1693467337,0.8020100503,5.2062847695039881e-07
0.1693467337,0.8067839196,8.4208895682911832e-07
0.1693467337,0.8115577889,8.0176384217134091e-07
0.1693467337,0.8163316583,7.5727489751895203e-07
0.1693467337,0.8211055276,3.0352218673307017e-07
0.1693467337,0.825879397,8.7130387489545443e-07
0.1693467337,0.8306532663,7.3970600125120906e-07
0.1693467337,0.8354271357,3.9202903885480114e-07
0.1693467337,0.840201005,9.6544113992609050e-07
0.1693467337,0.8449748744,7.8048592719900062e-07
0.1693467337,0.8497487437,8.2525641240223586e-07
0.1693467337,0.8545226131,1.0886127847227951e-06
0.1693467337,0.8592964824,7.9195398635297298e-07
0.1693467337,0.8640703518,1.2917340921359416e-06
0.1693467337,0.8688442211,1.0746295094070335e-06
0.1693467337,0.8736180905,9.9688235983642470e-07
0.1693467337,0.8783919598,1.2218544640907919e-06
0.1693467337,0.8831658291,1.3491218920758699e-06
0.1693467337,0.8879396985,1.3319407354844645e-06
0.1693467337,0.8927135678,1.6724523787556626e-06
0.1693467337,0.8974874372,1.3807140395067681e-06
0.1693467337,0.9022613065,9.8133935203242660e-07
0.1693467337,0.9070351759,1.5574002932642819e-06
0.1693467337,0.9118090452,1.6035198905053950e-06
0.1693467337,0.9165829146,1.5950485951413943e-06
0.1693467337,0.9213567839,1.1049455873784684e-06
0.1693467337,0.9261306533,1.7877794916588672e-06
0.1693467337,0.9309045226,1.8414454211674268e-06
0.1693467337,0.935678392,2.4125915836520994e-06
0.1693467337,0.9404522613,1.9695780986681283e-06
0.1693467337,0.9452261307,2.0152187131194437e-06
0.1693467337,0.95,2.1012695578547555e-06
0.174120603,0,4.2151283265457718e-12
0.174120603,0.004773869347,4.1999849165309534e-12
0.174120603,0.009547738693,4.1103996909696052e-12
0.174120603,0.01432160804,4.6695900313062757e-12
0.174120603,0.01909547739,4.0732584853543132e-12
0.174120603,0.02386934673,4.5108233326245981e-12
0.174120603,0.02864321608,4.1835662719885714e-12
0.174120603,0.03341708543,4.5680494820490185e-12
0.174120603,0.03819095477,5.1398327633453797e-12
0.174120603,0.04296482412,6.3162366150228668e-12
0.174120603,0.04773869347,5.1203854368000339e-12
0.174120603,0.05251256281,7.7996531792113082e-12
0.174120603,0.05728643216,8.1264320268994988e-12
0.174120603,0.06206030151,8.4393426991004352e-12
0.174120603,0.06683417085,6.0057170075611132e-12
0.174120603,0.0716080402,7.2835020041799118e-12
0.174120603,0.07638190955,6.0452492779155866e-12
0.174120603,0.08115577889,7.2945009019801494e-12
