method,time,time_over_reference_period,rel_energy_error
whfast,0.0,0.0,2.220446049250313e-16
whfast,0.4873516074713164,0.22499999999999992,0.0038073526129982207
whfast,0.9747032149426337,0.4500000000000003,0.0029290523410763778
whfast,1.4620548224139491,0.6749999999999998,7.596436706133351e-05
whfast,1.9494064298852645,0.8999999999999992,0.0002226776627568848
whfast,2.43675803735658,1.1249999999999987,0.0010141546575026504
whfast,2.924109644827895,1.349999999999998,0.005527285261862166
whfast,3.4114612522992105,1.5749999999999975,0.00045634357388839845
whfast,3.898812859770526,1.799999999999997,0.0002565523385451742
whfast,4.386164467241848,2.0249999999999995,0.00010285223731477856
whfast,4.873516074713171,2.2500000000000027,0.004741376217719366
whfast,5.3608676821844945,2.475000000000006,0.002155894153139834
whfast,5.848219289655818,2.700000000000009,0.0001370043233073687
whfast,6.335570897127141,2.9250000000000123,0.0001911061231684936
whfast,6.8229225045984645,3.150000000000015,0.0014453083646487556
whfast,7.310274112069788,3.375000000000018,0.005481978253319431
whfast,7.797625719541111,3.6000000000000214,0.0002699660970182655
whfast,8.284977327012426,3.8250000000000206,0.0002613779911644908
whfast,8.772328934483733,4.050000000000017,0.0002370643554662092
whfast,9.25968054195504,4.275000000000012,0.005406827006580462
whfast,9.747032149426348,4.500000000000008,0.0015519163095581668
whfast,10.234383756897655,4.725000000000003,0.00018308907562869888
whfast,10.721735364368962,4.949999999999999,0.0001477640529663721
whfast,11.20908697184027,5.174999999999995,0.0020161908182783485
whfast,11.696438579311577,5.399999999999991,0.004914258551553632
whfast,12.183790186782884,5.624999999999987,0.00012801321805500998
whfast,12.671141794254192,5.849999999999983,0.00025822132151676075
whfast,13.158493401725499,6.074999999999978,0.00041305186451105145
whfast,13.645845009196806,6.299999999999974,0.005551082163364381
whfast,14.133196616668114,6.524999999999969,0.0010942975674287994
whfast,14.620548224139421,6.749999999999965,0.00021694685170893705
whfast,15.107899831610728,6.9749999999999615,9.011677039241345e-05
whfast,15.595251439082036,7.199999999999957,0.0027535671554927087
whfast,16.08260304655335,7.424999999999955,0.004008129758038175
whfast,16.569954654024688,7.649999999999966,1.931493706682154e-05
whfast,17.057306261496027,7.874999999999976,0.00024692132126962775
whfast,17.544657868967366,8.099999999999987,0.0006453384749566462
whfast,18.032009476438706,8.324999999999998,0.005424766807212892
whfast,18.519361083910045,8.550000000000008,0.0007507660269976509
whfast,19.006712691381384,8.775000000000018,0.00024047560036732942
whfast,19.494064298852724,9.000000000000028,1.4581273446612153e-05
whfast,19.981415906324063,9.225000000000039,0.003648853638314055
whfast,20.468767513795402,9.450000000000049,0.003073207658973327
whfast,20.95611912126674,9.675000000000061,6.410989195526349e-05
whfast,21.44347072873808,9.900000000000071,0.00022689413500675588
whfast,21.93082233620942,10.125000000000082,0.0009538806843952424
whfast,22.41817394368076,10.350000000000092,0.00550283083650544
whfast,22.9055255511521,10.575000000000102,0.000492597485326689
