# a   rel_err_y0   rel_err_y1   rel_err_y2
6.16595001861482191e-07 2.21192895080157825e-05 7.33899940819071617e-10 2.22044604925031308e-16
6.23734835482419148e-07 4.55500048246459954e-06 3.11221048931997757e-11 2.22044604925031308e-16
6.30957344480192964e-07 9.60200319988224749e-06 1.38298150709204037e-10 2.22044604925031308e-16
6.38263486190548312e-07 3.07739115745775393e-06 1.42055256446838030e-11 0.00000000000000000e+00
6.45654229034656250e-07 1.33692513195615703e-05 2.68106536971401965e-10 0.00000000000000000e+00
6.53130552647471578e-07 3.07916062514124178e-06 1.42217349008433303e-11 0.00000000000000000e+00
6.60693448007596439e-07 2.28439413285652648e-05 7.82774511876027645e-10 0.00000000000000000e+00
6.68343917568614894e-07 9.50856963433110991e-06 1.35619626639993385e-10 0.00000000000000000e+00
6.76082975391981909e-07 1.40803739092643099e-05 2.97386781866748606e-10 0.00000000000000000e+00
6.83911647281429271e-07 1.46236085140083460e-05 3.20773407835872604e-10 0.00000000000000000e+00
6.91830970918936297e-07 1.39864260328970147e-05 2.93431501319219024e-10 0.00000000000000000e+00
6.99841996002274535e-07 3.47231083142052199e-06 1.80854220488413375e-11 0.00000000000000000e+00
7.07945784384137372e-07 2.44194434904088098e-05 8.94471052781398157e-10 2.22044604925031308e-16
7.16143410212902725e-07 7.14029394721649169e-06 7.64756036275571205e-11 0.00000000000000000e+00
7.24435960074989100e-07 2.06997285572274592e-05 6.42722430832520786e-10 2.22044604925031308e-16
7.32824533138904456e-07 2.15736902697827304e-06 6.98152646805283439e-12 2.22044604925031308e-16
7.41310241300917652e-07 9.56894709780442554e-06 1.37346800599402741e-10 0.00000000000000000e+00
7.49894209332455848e-07 1.28944776929262872e-05 2.49402387630937028e-10 2.22044604925031308e-16
7.58577575029183566e-07 1.13194755820833493e-05 1.92195148684959349e-10 2.22044604925031308e-16
7.67361489361818606e-07 2.66699017312799214e-05 1.06693509582811430e-09 2.22044604925031308e-16
7.76247116628692735e-07 9.52913590335224825e-06 1.36206157463902855e-10 0.00000000000000000e+00
7.85235634610071034e-07 3.59989974496599530e-06 1.94390059604643284e-11 0.00000000000000000e+00
7.94328234724282196e-07 1.14041778795925808e-05 1.95083615928126619e-10 2.22044604925031308e-16
8.03526122185616058e-07 2.36208043125074596e-08 7.77156117237609578e-16 2.22044604925031308e-16
8.12830516164099530e-07 1.14361933074569322e-05 1.96180516276456274e-10 0.00000000000000000e+00
8.22242649947071201e-07 3.86844268751573850e-06 2.24472662679886525e-11 0.00000000000000000e+00
8.31763771102670874e-07 5.63518439000709748e-06 4.76331196708201787e-11 0.00000000000000000e+00
8.41395141645194796e-07 1.70912492358787915e-05 4.38168612504341581e-10 0.00000000000000000e+00
8.51138038202375878e-07 9.76632156568513210e-06 1.43071998692789748e-10 0.00000000000000000e+00
8.60993752184601607e-07 1.97521011802148649e-06 5.85209658510166264e-12 0.00000000000000000e+00
8.70963589956079606e-07 1.11475008750527849e-05 1.86400783697138195e-10 0.00000000000000000e+00
8.81048873008014685e-07 8.90646224649405127e-06 1.18987042441176527e-10 0.00000000000000000e+00
8.91250938133745925e-07 1.12341570566165672e-05 1.89310123133168418e-10 0.00000000000000000e+00
9.01571137605956982e-07 1.31154722653459288e-05 2.58024379640175994e-10 0.00000000000000000e+00
9.12010839355909637e-07 1.15333968526698527e-05 1.99529726074842984e-10 0.00000000000000000e+00
9.22571427154762843e-07 6.62016788477437501e-06 6.57399690240367818e-11 2.22044604925031308e-16
9.33254300796992414e-07 1.36052042998269229e-05 2.77653677827061074e-10 0.00000000000000000e+00
9.44060876285922588e-07 2.52410050594065183e-06 9.55668877367088498e-12 0.00000000000000000e+00
9.54992586021436883e-07 2.67443253888499655e-05 1.07287889683505000e-09 0.00000000000000000e+00
9.66050878989812057e-07 4.08595715555293282e-05 2.50429088577419634e-09 2.22044604925031308e-16
9.77237220955811097e-07 1.41320981179582361e-05 2.99575697582099565e-10 0.00000000000000000e+00
9.88553094656939108e-07 3.72348669674948951e-07 2.07833750209829304e-13 0.00000000000000000e+00
9.99999999999999955e-07 4.68750000000017764e-05 3.29594995740478680e-09 0.00000000000000000e+00
1.01157945425989828e-06 1.01321105218099561e-05 1.53988932716231375e-10 1.11022302462515654e-16
1.02329299228075373e-06 2.53201807733915984e-05 9.61675516997217983e-10 1.11022302462515654e-16
1.03514216667934299e-06 1.99053011564753746e-05 5.94335358705677663e-10 2.22044604925031308e-16
1.04712854805089853e-06 2.91224663773181902e-06 1.27217125722722812e-11 2.22044604925031308e-16
1.05925372517728984e-06 3.71653808801664098e-05 2.07192407675194090e-09 1.11022302462515654e-16
1.07151930523760700e-06 2.84058432220568591e-05 1.21032639466278624e-09 1.11022302462515654e-16
1.08392691402120390e-06 2.64773130809192736e-05 1.05158148855366562e-09 0.00000000000000000e+00
1.09647819614318510e-06 1.59440803908506012e-05 3.81322529108274466e-10 0.00000000000000000e+00
1.10917481526240098e-06 1.30996879574851732e-05 2.57403764969410531e-10 2.22044604925031308e-16
1.12201845430196305e-06 2.65461843680370180e-05 1.05705910691256122e-09 0.00000000000000000e+00
1.13501081567231429e-06 9.82714578634524827e-06 1.44858569584016550e-10 0.00000000000000000e+00
1.14815362149688168e-06 2.88765912845878603e-05 1.25079835378016924e-09 0.00000000000000000e+00
1.16144861384034378e-06 1.58181560860892745e-05 3.75318998102613932e-10 2.22044604925031308e-16
1.17489755493953041e-06 2.41963327500815950e-05 8.78200845377818951e-10 0.00000000000000000e+00
1.18850222743701888e-06 2.72316070115685704e-06 1.11233244837194434e-11 0.00000000000000000e+00
1.20226443461741318e-06 2.23798262142249627e-05 7.51290585299102531e-10 0.00000000000000000e+00
1.21618600064636781e-06 1.44444897156592589e-05 3.12966541571313428e-10 0.00000000000000000e+00
1.23026877081238115e-06 1.64156697410877683e-05 4.04213551519205794e-10 0.00000000000000000e+00
1.24451461177138429e-06 1.12272343495423144e-05 1.89076976297997135e-10 0.00000000000000000e+00
1.25892541179416611e-06 7.71316579872838304e-06 8.92396156970676202e-11 1.11022302462515654e-16
1.27350308101666285e-06 1.49117653240882220e-05 3.33542748975901304e-10 0.00000000000000000e+00
1.28824955169313497e-06 2.43340552870119353e-05 8.88226492357091502e-10 2.22044604925031308e-16
1.30316677845229998e-06 9.45484610892499688e-06 1.34091515668899319e-10 2.22044604925031308e-16
1.31825673855640739e-06 1.48944732811795433e-05 3.32769700683854808e-10 1.11022302462515654e-16
1.33352143216332410e-06 1.41335383045948504e-05 2.99636870870756411e-10 2.22044604925031308e-16
1.34896288259165331e-06 7.25651653499248539e-06 7.89857068639321369e-11 0.00000000000000000e+00
1.36458313658892385e-06 2.17285704244840616e-05 7.08201275401165731e-10 0.00000000000000000e+00
1.38038426460288379e-06 2.13969964986127081e-05 6.86752099632315094e-10 1.11022302462515654e-16
1.39636836105593614e-06 6.19636846455051682e-06 5.75924863355226080e-11 2.22044604925031308e-16
1.41253754462275541e-06 2.24874780812012176e-05 7.58535678713201378e-10 0.00000000000000000e+00
1.42889395851110359e-06 2.23781086682306452e-05 7.51163908851992801e-10 1.11022302462515654e-16
1.44543977074592794e-06 2.10142566150484100e-05 6.62403243367748473e-10 0.00000000000000000e+00
1.46217717445671821e-06 6.20753695013132045e-06 5.78000980411275123e-11 1.11022302462515654e-16
1.47910838816820708e-06 1.84404846059749161e-05 5.10080200299967146e-10 0.00000000000000000e+00
1.49623565609443287e-06 4.88740171666890433e-07 3.58268970046538016e-13 0.00000000000000000e+00
1.51356124843620718e-06 2.94177451742871909e-06 1.29809496485222553e-11 0.00000000000000000e+00
1.53108746168202879e-06 1.82616034558602536e-05 5.00232300026937082e-10 0.00000000000000000e+00
1.54881661891248279e-06 3.34113047817385933e-06 1.67446057020015360e-11 0.00000000000000000e+00
1.56675107010815016e-06 9.93014664296687499e-06 1.47912238013248043e-10 2.22044604925031308e-16
1.58489319246111408e-06 1.38134686022972630e-07 2.85327317328665231e-14 0.00000000000000000e+00
1.60324539069004182e-06 5.80942147543339615e-06 5.06242825437652755e-11 1.11022302462515654e-16
1.62181009735892976e-06 1.82943683335601293e-05 5.02028973947687973e-10 1.11022302462515654e-16
1.64058977319953881e-06 1.24116625049852658e-05 2.31073049583585544e-10 1.11022302462515654e-16
1.65958690743755965e-06 1.37789514176311911e-05 2.84790524496258968e-10 1.11022302462515654e-16
1.67880401812255899e-06 6.94412270529909392e-06 7.23315851658412612e-11 1.11022302462515654e-16
1.69824365246174609e-06 2.31173469927847819e-05 8.01611221845632826e-10 2.22044604925031308e-16
1.71790838715758935e-06 1.55432614930006707e-05 3.62391339159273684e-10 0.00000000000000000e+00
1.73780082874937634e-06 1.10238835047127282e-05 1.82289627836951240e-10 2.22044604925031308e-16
1.75792361395869300e-06 1.65181133855440976e-05 4.09269729217953682e-10 2.22044604925031308e-16
1.77827941003892290e-06 1.60564882276670318e-05 3.86718324030255189e-10 1.11022302462515654e-16
1.79887091512878744e-06 1.56794943937388354e-05 3.68771790881794459e-10 2.22044604925031308e-16
1.81970085860998258e-06 3.04690122510109518e-06 1.39253053532684135e-11 2.22044604925031308e-16
1.84077200146895449e-06 6.61874376528537312e-07 6.57029985973167641e-13 0.00000000000000000e+00
1.86208713666286560e-06 1.55621988346954510e-05 3.63274854642270384e-10 2.22044604925031308e-16
1.88364908948980203e-06 9.36771413506676254e-06 1.31631594513237360e-10 0.00000000000000000e+00
1.90546071796324833e-06 8.65856381448981693e-06 1.12455600387306731e-10 0.00000000000000000e+00
1.92752491319093671e-06 3.73970480318508436e-05 2.09783501681215512e-09 0.00000000000000000e+00
1.94984459975804541e-06 2.88382002870957166e-05 1.24747479013365137e-09 0.00000000000000000e+00
1.97242273611485327e-06 1.31489717927202321e-05 2.59342103348103592e-10 0.00000000000000000e+00
1.99526231496887871e-06 4.34752442077801504e-05 2.83518630794787896e-09 0.00000000000000000e+00
2.01836636368155964e-06 1.19296427862902732e-05 2.13475348509462037e-10 2.22044604925031308e-16
2.04173794466952732e-06 2.48327448559848563e-05 9.25005405605361375e-10 0.00000000000000000e+00
2.06538015581053119e-06 3.82392140656495627e-05 2.19338425200277243e-09 0.00000000000000000e+00
2.08929613085404065e-06 2.66986008327085855e-05 1.06921349551925005e-09 2.22044604925031308e-16
2.11348903983664781e-06 3.32919403831510863e-05 1.66254843225743798e-09 0.00000000000000000e+00
2.13796208950223264e-06 1.49547366410374138e-05 3.35467875700601326e-10 2.22044604925031308e-16
2.16271852372702026e-06 2.05224751010923967e-05 6.31762198111118778e-10 0.00000000000000000e+00
2.18776162394955174e-06 2.74923473813082353e-05 1.13375397958748181e-09 0.00000000000000000e+00
2.21309470960563640e-06 1.21375428485670511e-06 2.20978790821391158e-12 2.22044604925031308e-16
2.23872113856833758e-06 3.48173010533692207e-05 1.81838777368881210e-09 0.00000000000000000e+00
2.26464430759306175e-06 3.50604044604407861e-05 1.84382642487435078e-09 0.00000000000000000e+00
2.29086765276777473e-06 3.82961152112226699e-05 2.19991669325736439e-09 0.00000000000000000e+00
2.31739464996847969e-06 4.07820324688223934e-06 2.49475995417469676e-11 0.00000000000000000e+00
2.34422881531992261e-06 2.73832734591916704e-05 1.12477582803194309e-09 0.00000000000000000e+00
2.37137370566165521e-06 2.58798878371990781e-05 1.00466157615386464e-09 2.22044604925031308e-16
2.39883291901948969e-06 1.52302345468591227e-05 3.47941786493777272e-10 2.22044604925031308e-16
2.42661009508241426e-06 1.98084386526797829e-05 5.88565307602095800e-10 0.00000000000000000e+00
2.45470891568502839e-06 1.55912247314926589e-05 3.64631325133757400e-10 2.22044604925031308e-16
2.48313310529556803e-06 2.72400274348161275e-05 1.11303888328251332e-09 2.22044604925031308e-16
2.51188643150958227e-06 5.69455263255136401e-06 4.86419793332970585e-11 0.00000000000000000e+00
2.54097270554930668e-06 2.52919068111090439e-05 9.59529011801407705e-10 2.22044604925031308e-16
2.57039578276886466e-06 1.32636209307923636e-05 2.63884358808752495e-10 2.22044604925031308e-16
2.60015956316527229e-06 1.51878991971887700e-05 3.46010331497836887e-10 2.22044604925031308e-16
2.63026799189538167e-06 2.03028159229123872e-06 6.18294304643995929e-12 2.22044604925031308e-16
2.66072505979880856e-06 2.36852018447031298e-05 8.41489766756353674e-10 0.00000000000000000e+00
2.69153480392691379e-06 3.55230313431320610e-06 1.89283033691367564e-11 2.22044604925031308e-16
2.72270130807790996e-06 1.43134094945374102e-05 3.07311953662292581e-10 0.00000000000000000e+00
2.75422870333816887e-06 4.83591284550222156e-06 3.50792728198712211e-11 2.22044604925031308e-16
2.78612116862977240e-06 1.40817483376132202e-05 2.97444846530936502e-10 0.00000000000000000e+00
2.81838293126445513e-06 1.63372325996391510e-05 4.00359967400731875e-10 0.00000000000000000e+00
2.85101826750390984e-06 1.51859287245148522e-06 3.45912187782460023e-12 2.22044604925031308e-16
2.88403150312660588e-06 1.34282578050370915e-05 2.70478306418908687e-10 0.00000000000000000e+00
2.91742701400116611e-06 3.14687647318123709e-05 1.48540912903172284e-09 0.00000000000000000e+00
2.95120922666638413e-06 1.05775555614417982e-05 1.67827529651276564e-10 0.00000000000000000e+00
2.98538261891795722e-06 7.21514060175731942e-06 7.80870923478005352e-11 0.00000000000000000e+00
3.01995172040201929e-06 9.34096244376014795e-06 1.30880972726288292e-10 0.00000000000000000e+00
3.05492111321551525e-06 6.41515574906215136e-06 6.17315087936276541e-11 0.00000000000000000e+00
3.09029543251359189e-06 2.40544395069264283e-06 8.67916849500716125e-12 0.00000000000000000e+00
3.12607936712395589e-06 1.05958991705179528e-05 1.68410063672297383e-10 0.00000000000000000e+00
3.16227766016837919e-06 9.58081881552441672e-06 1.37687861112567589e-10 2.22044604925031308e-16
3.19889510969139734e-06 6.54595043636518881e-06 6.42743636092291126e-11 2.22044604925031308e-16
3.23593656929628090e-06 1.76383423369230741e-05 4.66669591858703825e-10 0.00000000000000000e+00
3.27340694878837938e-06 9.66514560363229691e-06 1.40123135317082870e-10 0.00000000000000000e+00
3.31131121482590771e-06 1.09202839329025636e-05 1.78879466794512609e-10 0.00000000000000000e+00
3.34965439157827927e-06 7.45830611470488236e-06 8.34395885718208774e-11 0.00000000000000000e+00
3.38844156139202752e-06 6.10201989381664589e-07 5.58331159083991224e-13 2.22044604925031308e-16
3.42767786546450470e-06 1.57558403446333983e-05 3.72371578016839067e-10 0.00000000000000000e+00
3.46736850452531684e-06 1.35301667358866951e-05 2.74599232241712343e-10 0.00000000000000000e+00
3.50751873952567943e-06 7.21309310436346607e-06 7.80432385383278415e-11 0.00000000000000000e+00
3.54813389233575293e-06 1.16423999207970752e-05 2.03319139302493568e-10 0.00000000000000000e+00
3.58921934645004974e-06 1.23962811620081936e-05 2.30502394948928213e-10 0.00000000000000000e+00
3.63078054770101027e-06 5.28336577287902287e-06 4.18709511507131538e-11 0.00000000000000000e+00
3.67282300498084999e-06 1.83659465569085967e-05 5.05964936614589078e-10 2.22044604925031308e-16
3.71535229097172761e-06 8.96023648855326371e-06 1.20429111127862143e-10 0.00000000000000000e+00
3.75837404288444338e-06 3.59149418349691274e-06 1.93481897170499906e-11 2.22044604925031308e-16
3.80189396320561279e-06 3.91722096348967597e-06 2.30168106796213578e-11 0.00000000000000000e+00
3.84591782045353505e-06 2.37095663835340531e-05 8.43221825697071381e-10 2.22044604925031308e-16
3.89045144994280508e-06 4.14415391696287827e-05 2.57613730347827641e-09 0.00000000000000000e+00
3.93550075455777272e-06 3.59448508490123331e-05 1.93802507375551158e-09 0.00000000000000000e+00
3.98107170553496912e-06 3.17074571363207269e-05 1.50806023224703267e-09 2.22044604925031308e-16
4.02717034325459508e-06 1.97798969550078141e-05 5.86870441132703036e-10 1.11022302462515654e-16
4.07380277804113063e-06 5.92228091633728582e-06 5.26102494902147555e-11 1.11022302462515654e-16
4.12097519097330440e-06 4.58031057202212821e-05 3.14693482383887613e-09 2.22044604925031308e-16
4.16869383470335485e-06 2.69394427122593427e-05 1.08859044001263783e-09 2.22044604925031308e-16
4.21696503428582241e-06 3.46015560916956844e-05 1.79592229976321960e-09 0.00000000000000000e+00
4.26579518801592571e-06 1.51184090433353902e-05 3.42850969836661079e-10 2.22044604925031308e-16
4.31519076827764995e-06 1.07677035605657778e-05 1.73915770673715997e-10 0.00000000000000000e+00
4.36515832240165662e-06 3.01671950699855529e-05 1.36510336368189655e-09 0.00000000000000000e+00
4.41570447353312037e-06 2.45800836647935839e-05 9.06263286637454257e-10 0.00000000000000000e+00
4.46683592150963465e-06 3.53159548942549861e-05 1.87084714386998030e-09 1.11022302462515654e-16
4.51855944374922582e-06 1.21551777489958823e-05 2.21621609952649123e-10 0.00000000000000000e+00
4.57088189614875181e-06 2.34159502572328648e-05 8.22466539318611467e-10 0.00000000000000000e+00
4.62381021399260338e-06 1.76703080243534316e-05 4.68362459926652264e-10 0.00000000000000000e+00
4.67735141287198128e-06 1.23217659808716462e-05 2.27739715974450974e-10 0.00000000000000000e+00
4.73151258961480295e-06 1.60670774438376185e-05 3.87228471510070449e-10 0.00000000000000000e+00
4.78630092322638002e-06 4.92709049670914112e-06 3.64142049846805094e-11 0.00000000000000000e+00
4.84172367584098870e-06 1.78650693867243859e-05 4.78743822363014715e-10 2.22044604925031308e-16
4.89778819368446677e-06 9.69750420842796501e-06 1.41062050929008365e-10 0.00000000000000000e+00
4.95450190804790511e-06 3.34305346387786528e-05 1.67641955872710469e-09 1.11022302462515654e-16
5.01187233627272497e-06 1.74864290972687186e-05 4.58660109892150558e-10 1.11022302462515654e-16
5.06990708274704453e-06 2.08162016126500760e-05 6.49975961941606784e-10 0.00000000000000000e+00
5.12861383991364809e-06 9.15166161297165104e-06 1.25628840663694064e-10 2.22044604925031308e-16
5.18800038928960963e-06 2.50762179514474326e-05 9.43232825179052270e-10 0.00000000000000000e+00
5.24807460249772310e-06 9.42346156151963044e-06 1.33202116003872106e-10 0.00000000000000000e+00
5.30884444230987934e-06 2.13534241753077225e-05 6.83957890323938500e-10 2.22044604925031308e-16
5.37031796370253263e-06 1.70515700467221976e-05 4.36131686321061807e-10 1.11022302462515654e-16
5.43250331492433575e-06 2.91306109938549440e-05 1.27290122886591917e-09 1.11022302462515654e-16
5.49540873857624845e-06 3.26738985623187261e-06 1.60139679294957205e-11 1.11022302462515654e-16
5.55904257270403717e-06 2.27313963789832485e-05 7.75080555293072848e-10 1.11022302462515654e-16
5.62341325190349121e-06 6.43904181263366127e-06 6.21919182819397065e-11 2.22044604925031308e-16
5.68852930843841309e-06 3.21283690252194276e-06 1.54835033683298207e-11 1.11022302462515654e-16
5.75439937337156674e-06 1.34731162497736534e-05 2.72288525060560005e-10 1.11022302462515654e-16
5.82103217770870991e-06 5.19641882856802795e-08 3.99680288865056355e-15 0.00000000000000000e+00
5.88843655355588417e-06 1.92907074203496620e-05 5.58200818900900231e-10 0.00000000000000000e+00
5.95662143529010942e-06 1.35388792054103035e-05 2.74950617829006205e-10 1.11022302462515654e-16
6.02559586074358076e-06 1.58106472951669019e-05 3.74966724336900370e-10 0.00000000000000000e+00
6.09536897240169331e-06 7.11688388743692002e-06 7.59747820211487124e-11 0.00000000000000000e+00
6.16595001861482191e-06 4.26024825039839072e-06 2.72246669652531637e-11 0.00000000000000000e+00
6.23734835482419127e-06 1.17079306463097055e-05 2.05614192338998691e-10 2.22044604925031308e-16
6.30957344480192964e-06 4.27473711417380997e-06 2.74101852326680273e-11 0.00000000000000000e+00
6.38263486190548227e-06 1.53103245514873976e-05 3.51610962567860952e-10 1.11022302462515654e-16
6.45654229034654894e-06 1.79340385453308215e-06 4.82469619811354278e-12 0.00000000000000000e+00
6.53130552647472933e-06 4.70652928097337053e-06 3.32271987701915350e-11 0.00000000000000000e+00
6.60693448007596439e-06 1.44874079321954952e-05 3.14828940695122128e-10 2.22044604925031308e-16
6.68343917568614894e-06 8.94719544197730698e-06 1.20078280652080593e-10 1.11022302462515654e-16
6.76082975391981887e-06 5.03987719968623793e-06 3.81004117144811971e-11 0.00000000000000000e+00
6.83911647281429250e-06 1.66621450188308984e-05 4.16442880180056818e-10 0.00000000000000000e+00
6.91830970918936255e-06 5.28665306864795070e-06 4.19231316328705361e-11 1.11022302462515654e-16
6.99841996002273116e-06 1.21200044567171261e-05 2.20342744050583406e-10 1.11022302462515654e-16
7.07945784384137329e-06 6.49073649361397997e-06 6.31947827400836104e-11 1.11022302462515654e-16
7.16143410212902682e-06 1.16252693694862685e-05 2.02719507846893521e-10 0.00000000000000000e+00
7.24435960074990583e-06 1.03177371280072094e-05 1.59684154787953503e-10 0.00000000000000000e+00
7.32824533138904456e-06 9.76073607406036103e-06 1.42908462841262462e-10 1.11022302462515654e-16
7.41310241300917716e-06 2.86019250916869083e-06 1.22710730465769302e-11 0.00000000000000000e+00
7.49894209332455805e-06 6.16761886884642507e-06 5.70590241721902203e-11 0.00000000000000000e+00
7.58577575029183566e-06 1.09521350750707569e-05 1.79924630749894732e-10 1.11022302462515654e-16
7.67361489361818606e-06 1.65831381075953743e-05 4.12502809687964600e-10 2.22044604925031308e-16
7.76247116628691083e-06 4.33669650476975477e-05 2.82108125748692373e-09 0.00000000000000000e+00
7.85235634610071076e-06 1.75993462284695923e-05 4.64602800676061634e-10 0.00000000000000000e+00
7.94328234724282175e-06 3.05217242453359461e-05 1.39737765803005232e-09 2.22044604925031308e-16
8.03526122185617646e-06 3.47978710384388989e-05 1.81635895213361209e-09 0.00000000000000000e+00
8.12830516164099488e-06 5.34267300367208264e-06 4.28161950338790120e-11 0.00000000000000000e+00
8.22242649947071138e-06 3.27347339839079154e-05 1.60736168819397562e-09 2.22044604925031308e-16
8.31763771102670938e-06 7.13928308582190141e-06 7.64538432562744674e-11 0.00000000000000000e+00
8.41395141645194817e-06 2.11740353970313322e-05 6.72514488542219624e-10 0.00000000000000000e+00
8.51138038202375984e-06 2.78824438137981190e-05 1.16615683776188916e-09 2.22044604925031308e-16
8.60993752184599913e-06 1.33934624368947652e-06 2.69084754478399191e-12 2.22044604925031308e-16
8.70963589956081406e-06 3.33858813634790863e-05 1.67194436073714314e-09 0.00000000000000000e+00
8.81048873008014727e-06 2.54994404533803731e-05 9.75323932728144882e-10 0.00000000000000000e+00
8.91250938133745946e-06 3.32074323858844167e-05 1.65411861985376163e-09 0.00000000000000000e+00
9.01571137605956982e-06 6.19864104711709274e-07 5.76427794385381276e-13 0.00000000000000000e+00
9.12010839355909637e-06 1.69034773411791406e-05 4.28593605050764381e-10 2.22044604925031308e-16
9.22571427154762821e-06 1.19116155681275870e-05 2.12830753021364671e-10 2.22044604925031308e-16
9.33254300796990593e-06 2.60013145814141922e-06 1.01411101738335674e-11 2.22044604925031308e-16
9.44060876285922524e-06 3.34071540968317038e-05 1.67407565587751606e-09 0.00000000000000000e+00
9.54992586021436883e-06 1.17838515880652750e-05 2.08287831426900993e-10 0.00000000000000000e+00
9.66050878989814090e-06 3.05855505564611718e-05 1.40322808928061704e-09 0.00000000000000000e+00
9.77237220955811097e-06 3.31511936968453824e-05 1.64848446004839388e-09 0.00000000000000000e+00
9.88553094656939066e-06 2.87095435631545826e-05 1.23636867410681361e-09 2.22044604925031308e-16
1.00000000000000008e-05 1.61585015201470839e-05 3.91643495412097309e-10 0.00000000000000000e+00
1.01157945425989833e-05 1.69418255133724216e-05 4.30540714191351981e-10 2.22044604925031308e-16
1.02329299228075365e-05 7.89475283813345641e-06 9.34905486360548821e-11 2.22044604925031308e-16
1.03514216667934312e-05 2.16278382372259159e-05 7.01650071377457607e-10 2.22044604925031308e-16
1.04712854805089853e-05 7.11744688242088586e-06 7.59868834521171266e-11 2.22044604925031308e-16
1.05925372517728967e-05 1.94698505000534539e-05 5.68616376206421137e-10 0.00000000000000000e+00
1.07151930523760700e-05 2.49363063531404805e-07 9.32587340685131494e-14 2.22044604925031308e-16
1.08392691402120386e-05 2.46414356390722844e-05 9.10807984588757336e-10 0.00000000000000000e+00
1.09647819614318518e-05 2.28175508734107524e-05 7.80954856338667014e-10 0.00000000000000000e+00
1.10917481526240094e-05 2.59412465242192525e-05 1.00943109426765432e-09 2.22044604925031308e-16
1.12201845430196301e-05 2.68176078632720305e-06 1.07878150856777211e-11 0.00000000000000000e+00
1.13501081567231437e-05 2.47853507864270739e-05 9.21478005011522328e-10 0.00000000000000000e+00
1.14815362149688172e-05 1.38158058211601542e-05 2.86316081954396395e-10 0.00000000000000000e+00
1.16144861384034374e-05 9.32806069631197943e-06 1.30519373087167878e-10 0.00000000000000000e+00
1.17489755493953024e-05 1.76148405484077841e-06 4.65416594153111873e-12 2.22044604925031308e-16
1.18850222743701897e-05 1.93743087583131413e-05 5.63042168444383151e-10 2.22044604925031308e-16
1.20226443461741318e-05 1.07477582547144124e-05 1.73272174386340794e-10 2.22044604925031308e-16
1.21618600064636798e-05 5.73259320391095173e-06 4.92936802487520254e-11 0.00000000000000000e+00
1.23026877081238106e-05 1.27743818778558449e-05 2.44778419755675714e-10 0.00000000000000000e+00
1.24451461177138438e-05 1.83302453848899205e-06 5.04007946489082315e-12 2.22044604925031308e-16
1.25892541179416611e-05 8.35807802890276008e-06 1.04785846666288762e-10 2.22044604925031308e-16
1.27350308101666290e-05 2.14128944679981004e-05 6.87772949703457925e-10 0.00000000000000000e+00
1.28824955169313485e-05 9.84114764224219840e-06 1.45271905616084496e-10 0.00000000000000000e+00
1.30316677845230006e-05 2.39242776529646761e-05 8.58563442562854107e-10 0.00000000000000000e+00
1.31825673855640743e-05 1.05688978546680801e-05 1.67552971497286762e-10 0.00000000000000000e+00
1.33352143216332406e-05 7.74050992613517508e-06 8.98729979326162720e-11 0.00000000000000000e+00
1.34896288259165331e-05 1.21448952143943245e-05 2.21248686038677533e-10 2.22044604925031308e-16
1.36458313658892381e-05 1.33616920996448840e-05 2.67803335063376835e-10 0.00000000000000000e+00
1.38038426460288387e-05 1.87361229151417064e-05 5.26560128832898044e-10 0.00000000000000000e+00
1.39636836105593631e-05 1.76449141937595755e-05 4.67017313710016424e-10 0.00000000000000000e+00
1.41253754462275550e-05 6.43723075710589399e-06 6.21571683012689391e-11 2.22044604925031308e-16
1.42889395851110371e-05 6.06900890098849288e-06 5.52494716643536776e-11 0.00000000000000000e+00
1.44543977074592802e-05 2.07036113253344922e-06 6.42952358020920656e-12 0.00000000000000000e+00
1.46217717445671838e-05 9.50774050711977736e-06 1.35596089911871331e-10 2.22044604925031308e-16
1.47910838816820716e-05 1.62973326223170289e-05 3.98402422163712799e-10 2.22044604925031308e-16
1.49623565609443275e-05 1.49301476284335877e-05 3.34365757304055933e-10 0.00000000000000000e+00
1.51356124843620714e-05 1.31904710405361669e-05 2.60983901156919273e-10 0.00000000000000000e+00
1.53108746168202867e-05 1.02916838962130441e-06 1.58884017054106153e-12 1.11022302462515654e-16
1.54881661891248275e-05 4.76370527049407855e-05 3.40398720322099280e-09 0.00000000000000000e+00
1.56675107010815024e-05 3.92410828831124547e-07 2.30926389122032560e-13 0.00000000000000000e+00
1.58489319246111412e-05 1.10000954158806508e-05 1.81503811980121554e-10 2.22044604925031308e-16
1.60324539069004169e-05 4.39388327528877909e-05 2.89597401614827277e-09 1.11022302462515654e-16
1.62181009735892984e-05 4.25919759777793061e-05 2.72107592014236843e-09 1.11022302462515654e-16
1.64058977319953868e-05 3.43227861177020088e-05 1.76710068799934561e-09 0.00000000000000000e+00
1.65958690743755982e-05 7.18896438445248975e-06 7.75219888282663305e-11 0.00000000000000000e+00
1.67880401812255877e-05 1.04330939441066306e-05 1.63274727071893722e-10 0.00000000000000000e+00
1.69824365246174592e-05 3.67276423047790956e-05 2.02340433297365507e-09 0.00000000000000000e+00
1.71790838715758926e-05 1.85742879975636654e-05 5.17503151442610942e-10 0.00000000000000000e+00
1.73780082874937639e-05 3.87114207804906130e-05 2.24789009628523218e-09 0.00000000000000000e+00
