# a   rel_err_y0   rel_err_y1   rel_err_y2
2.88403150312661169e-10 1.92659703615039035e-05 5.56770074489065792e-10 1.11022302462515654e-16
2.91742701400116614e-10 1.49220524437998492e-05 3.33999938817441944e-10 0.00000000000000000e+00
2.95120922666638982e-10 2.88303321758220932e-05 1.24679411239725368e-09 1.11022302462515654e-16
2.98538261891795705e-10 2.07137810744884021e-05 6.43586517412586545e-10 0.00000000000000000e+00
3.01995172040201930e-10 2.61759079722700960e-05 1.02777630850425794e-09 0.00000000000000000e+00
3.05492111321550934e-10 2.08947389774838399e-05 6.54880705219795800e-10 1.11022302462515654e-16
3.09029543251359217e-10 2.12166546118552901e-05 6.75224431923027169e-10 1.11022302462515654e-16
3.12607936712394947e-10 1.37150938245289566e-05 2.82154521968891459e-10 0.00000000000000000e+00
3.16227766016837952e-10 2.43176324385974141e-05 8.87028006602008645e-10 0.00000000000000000e+00
3.19889510969140375e-10 2.41946758442468379e-05 8.78066508391839307e-10 1.11022302462515654e-16
3.23593656929628128e-10 2.83191383956271636e-05 1.20297172223615689e-09 0.00000000000000000e+00
3.27340694878838640e-10 3.33046822638127793e-05 1.66378433252845070e-09 2.22044604925031308e-16
3.31131121482590759e-10 2.57053534087336999e-05 9.91156379193114390e-10 1.11022302462515654e-16
3.34965439157827914e-10 1.19876337648650022e-05 2.15554241123072643e-10 0.00000000000000000e+00
3.38844156139202023e-10 1.77975180242206932e-05 4.75130268462464755e-10 2.22044604925031308e-16
3.42767786546450451e-10 3.91527290644066994e-06 2.29941621299190047e-11 1.11022302462515654e-16
3.46736850452530984e-10 1.52758734255353801e-05 3.50030227025399654e-10 0.00000000000000000e+00
3.50751873952567951e-10 1.07246626350754326e-05 1.72528213937539476e-10 0.00000000000000000e+00
3.54813389233576055e-10 1.04651192409654925e-05 1.64278590730759788e-10 0.00000000000000000e+00
3.58921934645004970e-10 1.47644355550369255e-05 3.26984550547138042e-10 1.11022302462515654e-16
3.63078054770101767e-10 1.42152128872474748e-05 3.03106872934222338e-10 0.00000000000000000e+00
3.67282300498084228e-10 9.38253532400956658e-06 1.32048483258984106e-10 0.00000000000000000e+00
