0.000000000000000e+00	1.167770640000000e-03	9.999999999999994e-02	0.000000000000000e+00
1.000000000000000e-06	1.167770640110747e-03	1.000000004694385e-01	-1.745382749244631e-05
5.000000000000000e-06	1.167770642768665e-03	1.000000117359430e-01	-8.726900136514263e-05
2.100000000000000e-05	1.167770688838184e-03	1.000002070173234e-01	-3.665196238329234e-04
8.499999999999999e-05	1.167771439842875e-03	1.000033903510412e-01	-1.482860188759619e-03
6.284635176960589e-02	1.168531606989367e-03	1.031731761283451e-01	-1.003918211031406e-01
1.258743877993626e-01	1.169099911494847e-03	1.054781216438607e-01	-1.516485673200555e-01
1.887286224849672e-01	1.168876288530286e-03	1.045774744196722e-01	-1.984354376849991e-01
3.142653681495027e-01	1.168044475689669e-03	1.011538187265639e-01	-3.877612360011959e-01
3.771988833006362e-01	1.168929098922602e-03	1.047908989541372e-01	-4.570278840982518e-01
4.399065424498310e-01	1.169092325260879e-03	1.054476995715987e-01	-5.043676993383847e-01
5.028830683435875e-01	1.168500084528353e-03	1.030437507806776e-01	-5.567323191413897e-01
5.656518224042472e-01	1.167770757829341e-03	1.000004994591433e-01	-6.577370828462741e-01
6.283372957727810e-01	1.168494866095912e-03	1.030223085092451e-01	-7.576048103722193e-01
6.913534477232859e-01	1.169093436639300e-03	1.054521569590936e-01	-8.098146913979910e-01
7.541963888330122e-01	1.168903104509324e-03	1.046859035842651e-01	-8.564203743342406e-01
8.168265912794852e-01	1.168086553392109e-03	1.013299028687908e-01	-9.252464293095850e-01
8.797784468391322e-01	1.168015011686879e-03	1.010303293531718e-01	-1.043869082482674e+00
9.426731133790656e-01	1.168905138681636e-03	1.046941238802047e-01	-1.115017133893436e+00
1.005418868139980e+00	1.169097530100755e-03	1.054685728410781e-01	-1.162295580439232e+00
1.068158685219081e+00	1.168596147582541e-03	1.034376408394560e-01	-1.214218982519303e+00
1.131014066738927e+00	1.167776199055777e-03	1.000235610939904e-01	-1.310433120532096e+00
1.193841114467175e+00	1.168461132861065e-03	1.028835879364025e-01	-1.414743709884211e+00
1.256762099143467e+00	1.169081285481896e-03	1.054034118117875e-01	-1.468469423057736e+00
1.319645806954938e+00	1.168931159291042e-03	1.047992163952287e-01	-1.514550289230470e+00
1.382337612147307e+00	1.168118498989842e-03	1.014633742901984e-01	-1.581533799994763e+00
1.445290477073163e+00	1.167986297931781e-03	1.009098330105810e-01	-1.699884002135392e+00
1.508120849085721e+00	1.168874799438255e-03	1.045714499044473e-01	-1.773110670413721e+00
1.571110703123584e+00	1.169094074408126e-03	1.054547147593275e-01	-1.818946426816984e+00
1.633833261597462e+00	1.168581120978528e-03	1.033761301182654e-01	-1.871300104843693e+00
1.696470299053404e+00	1.167787123649821e-03	1.000698462756660e-01	-1.964810481499839e+00
1.759303904336540e+00	1.168414510758328e-03	1.026915430200415e-01	-2.071760416305458e+00
1.822183849824850e+00	1.169067217872338e-03	1.053469492557682e-01	-2.127013788805135e+00
1.885079273258936e+00	1.168959434585126e-03	1.049132905263361e-01	-2.172819748662303e+00
1.947815770798064e+00	1.168160986434187e-03	1.016406075877507e-01	-2.237681130295845e+00
2.010790070067718e+00	1.167955670556232e-03	1.007811408891929e-01	-2.355669032227799e+00
2.073589668804991e+00	1.168846399138439e-03	1.044564795383843e-01	-2.431044656175032e+00
2.136557466057136e+00	1.169101717381163e-03	1.054853622002258e-01	-2.477344076837293e+00
2.199118533896284e+00	1.168668802916759e-03	1.037345153864081e-01	-2.529174370229349e+00
2.262024857366954e+00	1.167793022230779e-03	1.000948280510149e-01	-2.620889214372327e+00
2.324833089344085e+00	1.168387284952846e-03	1.025792215910781e-01	-2.728779695183942e+00
