time_inner_periods,e_inner,mutual_inclination_deg,rel_energy_error,a_inner,a_outer,hierarchy_ratio
0.0,0.07999999999999996,59.99999999999999,0.0,0.9999999999999999,10.00000000000001,6.759259259259263
10.000000000000043,0.08071760553195316,60.256480520899366,4.5097718852628716e-06,1.00028285810216,10.022495466292733,6.749313441571087
20.000000000000096,0.08275186747941234,60.51403277493531,1.1207931642708336e-05,1.0006327924475835,10.030230414613044,6.744432330177383
30.049999999999716,0.08296885865749136,60.60995956590285,1.3207149508212594e-05,1.0007558382813437,10.038372327763232,6.741200538535438
40.04999999999932,0.08179690079786354,60.181117050538596,3.3888915070591323e-06,1.0002217667966586,10.02122665103845,6.73946624631005
50.049999999998924,0.08626835852207071,60.472655964538326,1.958251753600008e-05,1.0010960699603155,10.033324152694043,6.714158151944665
60.049999999998526,0.08636134572823699,60.41197122688327,8.813378867498255e-06,1.0005314935821168,10.02683343193467,6.719981200612132
70.04999999999814,0.08605687739082184,60.31165835198384,4.476140765423698e-06,1.0002702090331532,10.02435505324315,6.719485011727591
80.04999999999774,0.08656107501275796,60.06292946166358,1.9389312398197497e-06,1.0001484455017662,10.00649242386222,6.7170937094636
90.04999999999734,0.09134317938608082,60.166403170327456,4.191327680240825e-06,1.000270347412849,10.02137740886745,6.681357483908736
100.04999999999694,0.09418477503394748,60.534049795633166,1.2921794560840588e-05,1.0007114445934262,10.033361743903665,6.674694695917097
110.04999999999654,0.09890760015755311,60.570414487227445,1.5220540990931176e-05,1.0008605221834144,10.037500251673253,6.644802377390193
120.04999999999615,0.09894681832414465,60.13793618709509,3.570105450204439e-06,1.0002359373841534,10.021769861160898,6.635235975034475
130.04999999999575,0.10573522293681192,60.22413408339112,1.1946465015802764e-05,1.0006240076035562,10.02430192065382,6.5967063950429665
140.04999999999535,0.10938211731067056,60.22627820851799,6.28265321418723e-06,1.0003670060555172,10.024196235999598,6.578389769949301
150.04999999999495,0.10960874367969788,60.28496571942716,7.264660239387184e-06,1.000428622405312,10.026300002670684,6.5785732487064035
160.04999999999458,0.11294362721667764,60.14615360497099,1.1887184187586366e-05,1.000815390981013,10.020257019857949,6.5531773493885535
170.04999999999418,0.1202519941436039,60.00556355811667,3.3774273991937804e-06,1.0002278853584554,10.020918121451661,6.5078626937664525
180.0499999999938,0.12478519513862771,60.40911862491559,1.571799779885092e-05,1.0008374639023236,10.035100069569612,6.491788214686834
190.0499999999934,0.1332543432518477,60.35114520155648,1.2294434353671235e-05,1.0006309210292794,10.034201101652402,6.444963682090985
200.049999999993,0.13343909451978656,60.00270088114187,4.944053792424743e-06,1.0003210329245416,10.022702516885802,6.434298898610525
210.0499999999926,0.14210771652981757,59.842722647655286,1.2798905762493535e-06,0.9999941997451209,10.012933385554316,6.389623358864767
220.0499999999922,0.14925517834956334,59.918428986144725,3.8919378611962135e-06,1.0002299422581837,10.02215957401786,6.347758412791524
230.0499999999918,0.15022970106206568,60.122763399965564,1.0075970733450599e-05,1.0005725184824543,10.02839104385596,6.347519246319942
240.0499999999914,0.15738440027290987,60.09542842001856,1.9377580698654463e-05,1.0011696533270897,10.034176501431961,6.3001500045362775
250.049999999991,0.1655862169639692,59.709063613361394,3.7884462956706903e-06,1.0002653895046478,10.02092453272224,6.253770062199199
