method,time,time_over_reference_period,rel_energy_error
whfast,0.0,0.0,2.220446049250313e-16
whfast,0.4873516074713164,0.22499999999999992,0.0010849348712187764
whfast,0.9747032149426337,0.4500000000000003,0.0015658316829411645
whfast,1.4620548224139491,0.6749999999999998,0.00021705047555393
whfast,1.9494064298852645,0.8999999999999992,0.00011609101090049669
whfast,2.43675803735658,1.1249999999999987,0.000432387793631778
whfast,2.924109644827895,1.349999999999998,0.001717637679408495
whfast,3.4114612522992105,1.5749999999999975,0.0007457529446564467
whfast,3.898812859770526,1.799999999999997,7.64143825987035e-05
whfast,4.386164467241848,2.0249999999999995,5.208992766480283e-05
whfast,4.873516074713171,2.2500000000000027,0.0012489487075812609
whfast,5.3608676821844945,2.475000000000006,0.0014430349571049519
whfast,5.848219289655818,2.700000000000009,0.00013684443080226203
whfast,6.335570897127141,2.9250000000000123,0.00010406849238516016
whfast,6.8229225045984645,3.150000000000015,0.0005591960791884727
whfast,7.310274112069788,3.375000000000018,0.001738272585471427
whfast,7.797625719541111,3.6000000000000214,0.0005996522185836954
whfast,8.284977327012426,3.8250000000000206,9.897376891743712e-05
whfast,8.772328934483733,4.050000000000017,0.00011566676201505797
whfast,9.25968054195504,4.275000000000012,0.0014015773871270372
whfast,9.747032149426348,4.500000000000008,0.0012957527521731578
whfast,10.234383756897655,4.725000000000003,6.966517733356064e-05
whfast,10.721735364368962,4.949999999999999,8.396379514594474e-05
whfast,11.20908697184027,5.174999999999995,0.0007011427134149994
whfast,11.696438579311577,5.399999999999991,0.001727082094001389
whfast,12.183790186782884,5.624999999999987,0.00046826291788204185
whfast,12.671141794254192,5.849999999999983,0.00011333267890964471
whfast,13.158493401725499,6.074999999999978,0.00019191149588824536
whfast,13.645845009196806,6.299999999999974,0.0015324801081732762
whfast,14.133196616668114,6.524999999999969,0.0011339812117835066
whfast,14.620548224139421,6.749999999999965,1.431211344021574e-05
whfast,15.107899831610728,6.9749999999999615,5.5309024013359025e-05
whfast,15.595251439082036,7.199999999999957,0.0008561222645085069
whfast,16.08260304655335,7.424999999999955,0.0016833111861716326
whfast,16.569954654024688,7.649999999999966,0.0003525313984016901
whfast,17.057306261496027,7.874999999999976,0.00011982769969380432
whfast,17.544657868967366,8.099999999999987,0.0002820293321470958
whfast,18.032009476438706,8.324999999999998,0.0016334476387718307
whfast,18.519361083910045,8.550000000000008,0.0009680005776141671
whfast,19.006712691381384,8.775000000000018,3.0322048317118653e-05
whfast,19.494064298852724,9.000000000000028,1.744918328810651e-05
whfast,19.981415906324063,9.225000000000039,0.0010198660188795567
whfast,20.468767513795402,9.450000000000049,0.0016054270690911466
whfast,20.95611912126674,9.675000000000061,0.0002522702165882161
whfast,21.44347072873808,9.900000000000071,0.00011861217987246315
whfast,21.93082233620942,10.125000000000082,0.0003870898485724811
whfast,22.41817394368076,10.350000000000092,0.0017005162752892994
whfast,22.9055255511521,10.575000000000102,0.0008063828496036127
whfast,23.39287715862344,10.800000000000113,6.519540083646974e-05
whfast,23.880228766094778,11.025000000000123,3.0454819328996915e-05
whfast,24.367580373566117,11.250000000000133,0.0011855238273063423
whfast,24.854931981037456,11.475000000000144,0.0014943718477146485
whfast,25.342283588508796,11.700000000000156,0.00016664485554284224
whfast,25.829635195980135,11.925000000000166,0.00010965760402061499
whfast,26.316986803451474,12.150000000000176,0.0005077664493116192
whfast,26.804338410922814,12.375000000000187,0.0017338585118269125
whfast,27.291690018394153,12.600000000000197,0.0006551461477642424
whfast,27.779041625865492,12.825000000000207,9.108993753557342e-05
whfast,28.26639323333683,13.050000000000217,8.941147944076368e-05
whfast,28.75374484080817,13.275000000000228,0.0013438409708438175
whfast,29.24109644827951,13.50000000000024,0.0013555756983265616
whfast,29.72844805575085,13.72500000000025,9.452012745233835e-05
whfast,30.21579966322219,13.95000000000026,9.275303827221448e-05
whfast,30.703151270693528,14.17500000000027,0.0006439468669528884
whfast,31.190502878164867,14.400000000000281,0.0017350768631926349
whfast,31.677854485636207,14.625000000000291,0.0005178157821837839
whfast,32.16520609310754,14.8500000000003,0.00010860118072613951
whfast,32.65255770057888,15.075000000000312,0.0001605654234117566
whfast,33.13990930805022,15.300000000000322,0.0014843653927917846
whfast,33.62726091552156,15.525000000000333,0.0011982089998517167
whfast,34.1146125229929,15.750000000000343,3.468501619635822e-05
whfast,34.60196413046424,15.975000000000353,6.750297087393481e-05
whfast,35.08931573793558,16.200000000000365,0.0007942047856767534
whfast,35.57666734540692,16.425000000000374,0.00170424995631168
whfast,36.06401895287826,16.650000000000386,0.0003959399898939426
whfast,36.551370560349596,16.875000000000394,0.00011813829917364922
whfast,37.038722167820936,17.100000000000406,0.00024512750586383084
whfast,37.526073775292275,17.325000000000415,0.0015977419449531526
whfast,38.013425382763614,17.550000000000427,0.0010327346644348212
whfast,38.500776990234954,17.775000000000436,1.401358109294088e-05
whfast,38.98812859770629,18.000000000000448,3.332504594640621e-05
whfast,39.47548020517763,18.22500000000046,0.0009551837469333839
whfast,39.96283181264897,18.45000000000047,0.0016398005390919205
whfast,40.45018342012031,18.67500000000048,0.0002897084253496798
whfast,40.93753502759165,18.90000000000049,0.00011992633420891509
whfast,41.42488663506299,19.1250000000005,0.0003442446117065861
whfast,41.91223824253433,19.35000000000051,0.001678208422506717
whfast,42.39958985000567,19.57500000000052,0.0008685566351145361
whfast,42.88694145747701,19.800000000000534,5.2597212626915794e-05
whfast,43.37429306494835,20.025000000000542,1.0548339105332793e-05
whfast,43.861644672419686,20.250000000000554,0.0011210637947657353
whfast,44.348996279891026,20.475000000000563,0.0015413300586071454
whfast,44.836347887362365,20.700000000000575,0.00019849056727605816
whfast,45.323699494833704,20.925000000000583,0.00011400787923286054
whfast,45.81105110230504,21.150000000000595,0.0004587828560552051
whfast,46.29840270977638,21.375000000000604,0.0017245260909006745
whfast,46.78575431724772,21.600000000000616,0.0007127237574180913
whfast,47.27310592471906,21.825000000000628,8.191789129924336e-05
whfast,47.7604575321904,22.050000000000637,6.506165820353222e-05
whfast,48.24780913966174,22.27500000000065,0.0012834493870942736
whfast,48.73516074713308,22.500000000000657,0.0014124541707003814
whfast,49.22251235460442,22.72500000000067,0.00012123628754347937
whfast,49.70986396207576,22.950000000000678,0.00010024326282421016
whfast,50.1972155695471,23.17500000000069,0.0005889917395900585
whfast,50.68456717701844,23.4000000000007,0.001738155781790469
whfast,51.171918784489776,23.62500000000071,0.0005696886033927258
whfast,51.659270391961115,23.850000000000723,0.00010264409188230365
whfast,52.146621999432455,24.07500000000073,0.00013131301187492393
whfast,52.633973606903794,24.300000000000743,0.0014321357957464867
whfast,53.12132521437513,24.52500000000075,0.0012611216418647172
whfast,53.60867682184647,24.750000000000764,5.6744048519624574e-05
whfast,54.09602842931781,24.975000000000772,7.83089034355061e-05
whfast,54.58338003678915,25.200000000000784,0.0007340283828326336
whfast,55.07073164426049,25.425000000000797,0.001719988698361459
whfast,55.55808325173183,25.650000000000805,0.0004416976110922902
whfast,56.04543485920317,25.875000000000817,0.00011525797044242084
whfast,56.53278646667451,26.100000000000826,0.00021049902862193583
whfast,57.02013807414585,26.325000000000838,0.0015570230101751422
whfast,57.50748968161719,26.550000000000846,0.0010976093146608998
whfast,57.99484128908853,26.77500000000086,3.825769788892578e-06
whfast,58.482192896559866,27.000000000000867,4.769561555587654e-05
whfast,58.969544504031205,27.22500000000088,0.0008913633872694021
whfast,59.456896111502544,27.45000000000089,0.001668873773206079
whfast,59.944247718973884,27.6750000000009,0.0003294003150853377
whfast,60.43159932644522,27.90000000000091,0.00012005644570570229
whfast,60.91895093391656,28.12500000000092,0.00030381129409239423
whfast,61.4063025413879,28.350000000000932,0.0016507083515226498
whfast,61.89365414885924,28.57500000000094,0.0009319557855963639
whfast,62.38100575633058,28.800000000000953,3.859724598390209e-05
whfast,62.86835736380192,29.025000000000965,7.70849508025815e-06
whfast,63.35570897127326,29.250000000000973,0.0010561837144859414
whfast,63.8430605787446,29.475000000000986,0.0015835342786233847
whfast,64.33041218621594,29.700000000000994,0.0002324313495090401
whfast,64.81776379368728,29.925000000001006,0.00011715318372171871
whfast,65.30511540115862,30.150000000001015,0.00041225786397747633
whfast,65.79246700862996,30.375000000001027,0.0017102505735681406
whfast,66.2798186161013,30.600000000001035,0.0007722084243216946
whfast,66.76717022357263,30.825000000001047,7.144526605312199e-05
whfast,67.25452183104397,31.05000000000106,4.253008477672862e-05
whfast,67.74187343851531,31.275000000001068,0.00122106540669875
whfast,68.22922504598665,31.50000000000108,0.0014658145473318222
whfast,68.71657665345799,31.72500000000109,0.00014986623614735952
whfast,69.20392826092933,31.9500000000011,0.00010647941272872344
whfast,69.69127986840067,32.17500000000111,0.0005363774878018993
whfast,70.17863147587201,32.40000000000112,0.001736431284816318
whfast,70.66598308334335,32.62500000000113,0.0006238109823149772
whfast,71.15333469081469,32.850000000001145,9.545950963151053e-05
whfast,71.64068629828603,33.075000000001154,0.00010406314909564852
whfast,72.12803790575737,33.30000000000116,0.0013763463793638605
whfast,72.6153895132287,33.52500000000117,0.001322113794409022
whfast,73.10274112070005,33.75000000000119,8.053738647972827e-05
whfast,73.59009272817138,33.975000000001195,8.778335135180325e-05
whfast,74.07744433564272,34.200000000001204,0.0006758191740977531
whfast,74.56479594311406,34.42500000000121,0.0017307107352061133
whfast,75.0521475505854,34.65000000000123,0.0004898035284458332
whfast,75.53949915805674,34.875000000001236,0.0001111952093017496
whfast,76.02685076552808,35.100000000001245,0.00017805754065950522
whfast,76.51420237299942,35.32500000000126,0.0015115925855156767
whfast,77.00155398047076,35.55000000000127,0.0011621158255800865
whfast,77.4889055879421,35.77500000000128,2.3236715232375407e-05
whfast,77.97625719541344,36.000000000001286,6.062927247867196e-05
whfast,78.46360880288478,36.2250000000013,0.0008287864460209429
whfast,78.95096041035612,36.45000000000131,0.0016926841631795914
whfast,79.43831201782746,36.67500000000132,0.0003713852304153192
whfast,79.9256636252988,36.900000000001334,0.00011902139260361087
whfast,80.41301523277014,37.12500000000134,0.00026572285214172966
whfast,80.90036684024147,37.35000000000135,0.0016180502250389764
whfast,81.38771844771281,37.57500000000136,0.0009962231291320764
whfast,81.87507005518415,37.800000000001376,2.3164221840380105e-05
whfast,82.36242166265549,38.025000000001384,2.4394715849917833e-05
whfast,82.84977327012683,38.25000000000139,0.0009914181147429775
whfast,83.33712487759817,38.47500000000141,0.0016207310552656315
whfast,83.82447648506951,38.70000000000142,0.00026852551417470225
whfast,84.31182809254085,38.925000000001425,0.00011912281312418657
whfast,84.79917970001219,39.150000000001434,0.00036816601403936875
whfast,85.28653130748353,39.37500000000145,0.0016909627100466064
