step,t,dt,relE
2438,2.3227139311012790e+04,1.0176942230905844e+01,3.4901274989829090e-16
2439,2.3237316259509622e+04,1.0176948496833131e+01,-1.1633758329943031e-16
2440,2.3247493216232069e+04,1.0176956722445988e+01,2.3267516659886062e-16
2441,2.3257670182888203e+04,1.0176966656132443e+01,-0.0000000000000000e+00
2442,2.3267847160882284e+04,1.0176977994078786e+01,-0.0000000000000000e+00
2443,2.3277985676552395e+04,1.0138515670110809e+01,2.3267516659886062e-16
2444,2.3287857795475404e+04,9.8721189230103317e+00,4.6535033319772124e-16
2445,2.3297498404991104e+04,9.6406095156999978e+00,5.8168791649715147e-16
2446,2.3306943275877686e+04,9.4448708865816737e+00,2.3267516659886062e-16
2447,2.3316228488745550e+04,9.2852128678643187e+00,2.3267516659886062e-16
2448,2.3325390108329793e+04,9.1616195842434145e+00,5.8168791649715147e-16
2449,2.3334464018746738e+04,9.0739104169441909e+00,-0.0000000000000000e+00
2450,2.3343485859245091e+04,9.0218404983528195e+00,1.1633758329943031e-16
2451,2.3352491019304427e+04,9.0051600593371592e+00,3.4901274989829090e-16
2452,2.3361514665103572e+04,9.0236457991450969e+00,3.4901274989829090e-16
2453,2.3370591777181104e+04,9.0771120775306677e+00,2.3267516659886062e-16
2454,2.3375202200000000e+04,4.6104228188960406e+00,1.1633758329943031e-16
