id,family,tree,masses,a_inner,e_inner,a_outer,e_outer,mutual_inc_deg,phases_deg,dt_divisor,reference_period,dt,duration,n_steps,hierarchy_margin,whfast_failure,whfast_max_error,whfast_rms_error,whfast_hj_failure,whfast_hj_max_error,whfast_hj_rms_error,improvement,runtime_seconds
candidate_0400,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 1.0]","[0.1, 0.2]",40.0,0.35,80.0,"[0.0, 137.0, 61.0]",10,4.967294132898051,0.4967294132898051,637.2312954732635,1283,21.666666666666668,,0.011814689527170238,0.00614750866042517,,2.859188986155743e-06,1.0746930780906039e-06,4132.1820923266105,0.008941708000000048
candidate_0482,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 0.55]","[0.5, 0.4]",12.0,0.0,80.0,"[73.0, 211.0, 179.0]",40,2.1660071443169624,0.05415017860792406,596.0752959477661,11008,8.0,,0.005053658987214065,0.0022469525748677346,,1.2749786488208612e-06,3.6154332728001977e-07,3963.720484172689,0.07120370900000061
candidate_0412,stable_2plus2,"[[1,2],[3,4]]","[1.0, 0.2, 0.8, 0.15]","[1.0, 0.8]","[0.0, 0.0]",80.0,0.5,35.0,"[73.0, 211.0, 179.0]",40,4.612677018532275,0.11531692546330688,688.2884651454572,5969,40.0,,1.5191845943502802e-05,8.874169562085652e-06,,3.938878347077378e-09,1.5754164595698961e-09,3856.8964575346818,0.038246084000000735
candidate_0523,stable_2plus2,"[[1,2],[3,4]]","[1.0, 1.0, 1.0, 1.0]","[1.0, 1.0]","[0.0, 0.0]",80.0,0.5,80.0,"[73.0, 211.0, 179.0]",40,4.442882938158366,0.11107207345395916,533.145952579004,4800,40.0,,1.799677359692015e-05,1.056481226414041e-05,,4.667585984615814e-09,2.3556847092711157e-09,3855.6919264555236,0.030134625000000526
candidate_0406,stable_2plus2,"[[1,2],[3,4]]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.8]","[0.5, 0.4]",40.0,0.35,0.0,"[0.0, 137.0, 61.0]",10,3.179068245054753,0.3179068245054753,533.145952579004,1678,17.333333333333332,,0.043162187827466364,0.0186349601290174,,1.1374944606958344e-05,4.589072313672091e-06,3794.4965288941235,0.011857333000000025
candidate_0633,stable_2plus2,"[[1,2],[3,4]]","[1.0, 0.7, 0.9, 0.6]","[1.0, 0.55]","[0.1, 0.2]",20.0,0.2,35.0,"[0.0, 137.0, 61.0]",40,2.092561704215668,0.0523140426053917,578.2779778856343,11054,14.545454545454545,,0.001330816875206166,0.0006741839243416175,,3.538007566112429e-07,1.1145821075455775e-07,3761.4867982559767,0.06897291699999997
candidate_0619,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 1.0]","[0.1, 0.2]",40.0,0.35,145.0,"[73.0, 211.0, 179.0]",40,4.967294132898051,0.12418235332245127,637.2312954732635,5132,21.666666666666668,,0.0012141413866858359,0.0006194456133912572,,3.38025191020772e-07,5.054942199136763e-08,3591.8665795864476,0.03277254099999993
candidate_0603,stable_2plus2,"[[1,2],[3,4]]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.8]","[0.35, 0.1]",40.0,0.35,80.0,"[73.0, 211.0, 179.0]",40,3.179068245054753,0.07947670612636883,533.145952579004,6709,19.25925925925926,,0.0006135811867445393,0.0003378486980800348,,1.7531055979614788e-07,3.709498719278656e-08,3499.967072479918,0.042912583999999754
candidate_0470,stable_2plus2,"[[1,2],[3,4]]","[1.0, 0.7, 0.9, 0.6]","[1.0, 1.0]","[0.35, 0.1]",80.0,0.5,145.0,"[0.0, 137.0, 61.0]",10,4.818983149046953,0.48189831490469526,615.6239184776948,1278,29.629629629629626,,0.003599104259072233,0.001969119473212635,,1.0299424008186632e-06,6.907470193399247e-07,3494.471395887224,0.008775999999999229
candidate_0279,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 0.8]","[0.35, 0.1]",40.0,0.35,35.0,"[0.0, 137.0, 61.0]",40,3.7997133175159234,0.09499283293789809,596.0752959477661,6275,19.25925925925926,,0.0006231964471156393,0.00033851989638922886,,1.8550938569759817e-07,8.794019776654852e-08,3359.3796064395465,0.04066420800000081
candidate_0177,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 0.8]","[0.35, 0.1]",40.0,0.35,145.0,"[73.0, 211.0, 179.0]",40,3.7997133175159234,0.09499283293789809,596.0752959477661,6275,19.25925925925926,,0.0006649011357141719,0.0003671370351320721,,1.9805955524419043e-07,3.145761396629911e-08,3357.0767888194327,0.04049037500000008
candidate_0094,stable_2plus2,"[[1,2],[3,4]]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.55]","[0.5, 0.4]",12.0,0.0,35.0,"[73.0, 211.0, 179.0]",40,1.8122115948372268,0.04530528987093067,533.145952579004,11768,8.0,,0.004820341645574017,0.0021476100235230332,,1.4383084578595353e-06,4.5588793426411717e-07,3351.3963011436103,0.07569004200000018
candidate_0447,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 1.0]","[0.0, 0.0]",80.0,0.5,80.0,"[73.0, 211.0, 179.0]",40,4.967294132898051,0.12418235332245127,637.2312954732635,5132,40.0,,1.5333382189143825e-05,8.95974158126876e-06,,4.7025537760792205e-09,1.9869158322937866e-09,3260.650046606828,0.03265724999999975
candidate_0332,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 0.8]","[0.5, 0.4]",20.0,0.2,35.0,"[73.0, 211.0, 179.0]",20,3.7997133175159234,0.18998566587579618,596.0752959477661,3138,10.666666666666666,,0.016296064177811584,0.0073650327145653,,5.167117044572028e-06,1.1603248464964996e-06,3153.8020209800225,0.020772790999998847
candidate_0455,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 0.8]","[0.5, 0.4]",40.0,0.35,145.0,"[0.0, 137.0, 61.0]",10,3.7997133175159234,0.37997133175159237,596.0752959477661,1569,17.333333333333332,,0.046853489556086605,0.020278434422736722,,1.5219063259055857e-05,1.0540714120616564e-05,3078.605348999203,0.010922834000000492
candidate_0241,stable_2plus2,"[[1,2],[3,4]]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.55]","[0.5, 0.4]",12.0,0.0,0.0,"[0.0, 137.0, 61.0]",40,1.8122115948372268,0.04530528987093067,533.145952579004,11768,8.0,,0.0047068628958154566,0.0020625707488471415,,1.5298821265412307e-06,5.485187011876005e-07,3076.618004850327,0.07597837500000004
candidate_0457,stable_2plus2,"[[1,2],[3,4]]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.55]","[0.5, 0.4]",20.0,0.2,35.0,"[73.0, 211.0, 179.0]",10,1.8122115948372268,0.1812211594837227,533.145952579004,2942,10.666666666666666,,0.0542444586740315,0.02736022373702856,,1.7676447714030625e-05,6.773726146971899e-06,3068.7420658040432,0.02017495800000013
candidate_0396,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 0.8]","[0.35, 0.1]",40.0,0.35,80.0,"[73.0, 211.0, 179.0]",20,3.7997133175159234,0.18998566587579618,596.0752959477661,3138,19.25925925925926,,0.0023307154851562152,0.001276104391951075,,7.627528381418248e-07,1.6691855107208166e-07,3055.6628158004264,0.021043875000000156
candidate_0225,stable_2plus2,"[[1,2],[3,4]]","[1.0, 1.0, 1.0, 1.0]","[1.0, 0.8]","[0.35, 0.1]",40.0,0.35,35.0,"[0.0, 137.0, 61.0]",40,3.179068245054753,0.07947670612636883,533.145952579004,6709,19.25925925925926,,0.0005733693610988435,0.00031098326446511515,,1.896510003269908e-07,9.496881463311547e-08,3023.2867747085784,0.04393724999999993
candidate_0560,stable_2plus2,"[[1,2],[3,4]]","[1.3, 0.3, 0.7, 0.7]","[1.0, 0.8]","[0.35, 0.1]",40.0,0.35,35.0,"[73.0, 211.0, 179.0]",40,3.7997133175159234,0.09499283293789809,596.0752959477661,6275,19.25925925925926,,0.0006680058409868108,0.00036726241955290786,,2.2423806466144426e-07,4.99086198276748e-08,2979.0028824738984,0.04041649999999919
candidate_0418,stable_2plus2,"[[1,2],[3,4]]","[1.0, 0.2, 0.8, 0.15]","[1.0, 1.0]","[0.35, 0.1]",80.0,0.5,145.0,"[0.0, 137.0, 61.0]",10,5.735737209545476,0.5735737209545476,773.5694528766917,1349,29.629629629629626,,0.0028968844609239017,0.001579930830541608,,9.778615780092457e-07,6.706416737421727e-07,2962.468846379514,0.009574167000000244
candidate_0181,stable_2plus2,"[[1,2],[3,4]]","[1.0, 0.2, 0.8, 0.15]","[1.0, 0.55]","[0.1, 0.2]",20.0,0.2,80.0,"[73.0, 211.0, 179.0]",10,2.62943294445679,0.262943294445679,688.2884651454572,2618,14.545454545454545,,0.012375183939786576,0.006423980522899536,,4.238942504309829e-06,1.0951954789025422e-06,2919.4035840789174,0.01794962499999997
